loan_id,installment_no,due_date,due_principal,due_fee_interest,due_total,scheduled_balance_after
1283,6,2025-02-27,50.0,0.58,50.58,0.0
1284,1,2024-09-28,293.88,10.78,304.66,897.69
1284,2,2024-10-28,296.54,8.12,304.66,601.15
1284,3,2024-11-28,299.22,5.44,304.66,301.93
1284,4,2024-12-28,301.93,2.73,304.66,0.0
1285,1,2024-09-13,128.65,7.92,136.57,662.83
1285,2,2024-10-13,129.94,6.63,136.57,532.89
1285,3,2024-11-13,131.24,5.33,136.57,401.65
1285,4,2024-12-13,132.55,4.02,136.57,269.1
1285,5,2025-01-13,133.88,2.69,136.57,135.22
1285,6,2025-02-13,135.22,1.35,136.57,0.0
1286,1,2024-09-22,24.84,3.14,27.98,290.12
1286,2,2024-10-22,25.09,2.89,27.98,265.03
1286,3,2024-11-22,25.34,2.64,27.98,239.69
1286,4,2024-12-22,25.59,2.39,27.98,214.1
1286,5,2025-01-22,25.84,2.13,27.97,188.26
1286,6,2025-02-22,26.1,1.88,27.98,162.16
1286,7,2025-03-22,26.36,1.62,27.98,135.8
1286,8,2025-04-22,26.62,1.35,27.97,109.18
1286,9,2025-05-22,26.89,1.09,27.98,82.29
1286,10,2025-06-22,27.16,0.82,27.98,55.13
1286,11,2025-07-22,27.43,0.55,27.98,27.7
1286,12,2025-08-22,27.7,0.28,27.98,0.0
1287,1,2024-09-13,125.74,7.63,133.37,647.58
1287,2,2024-10-13,126.98,6.39,133.37,520.6
1287,3,2024-11-13,128.24,5.14,133.38,392.36
1287,4,2024-12-13,129.5,3.87,133.37,262.86
1287,5,2025-01-13,130.78,2.59,133.37,132.08
1287,6,2025-02-13,132.08,1.3,133.38,0.0
1288,1,2024-09-03,52.96,2.82,55.78,271.8
1288,2,2024-10-03,53.42,2.36,55.78,218.38
1288,3,2024-11-03,53.89,1.9,55.79,164.49
1288,4,2024-12-03,54.35,1.43,55.78,110.14
1288,5,2025-01-03,54.83,0.96,55.79,55.31
1288,6,2025-02-03,55.31,0.48,55.79,0.0
1289,1,2024-09-18,75.1,4.19,79.29,385.84
1289,2,2024-10-18,75.78,3.5,79.28,310.06
1289,3,2024-11-18,76.47,2.82,79.29,233.59
1289,4,2024-12-18,77.16,2.12,79.28,156.43
1289,5,2025-01-18,77.86,1.42,79.28,78.57
1289,6,2025-02-18,78.57,0.71,79.28,0.0
1290,1,2024-09-21,65.02,4.53,69.55,201.74
1290,2,2024-10-21,66.12,3.43,69.55,135.62
1290,3,2024-11-21,67.24,2.3,69.54,68.38
1290,4,2024-12-21,68.38,1.16,69.54,0.0
1291,1,2024-09-16,321.47,11.55,333.02,981.61
1291,2,2024-10-16,324.32,8.7,333.02,657.29
1291,3,2024-11-16,327.2,5.83,333.03,330.09
1291,4,2024-12-16,330.09,2.93,333.02,0.0
1292,1,2024-09-28,156.79,6.1,162.89,479.44
1292,2,2024-10-28,158.29,4.6,162.89,321.15
1292,3,2024-11-28,159.81,3.08,162.89,161.34
1292,4,2024-12-28,161.34,1.55,162.89,0.0
1293,1,2024-09-05,137.52,7.44,144.96,423.59
1293,2,2024-10-05,139.34,5.62,144.96,284.25
1293,3,2024-11-05,141.19,3.77,144.96,143.06
1293,4,2024-12-05,143.06,1.9,144.96,0.0
1294,1,2024-09-18,58.41,4.84,63.25,303.93
1294,2,2024-10-18,59.19,4.06,63.25,244.74
1294,3,2024-11-18,59.98,3.27,63.25,184.76
1294,4,2024-12-18,60.78,2.47,63.25,123.98
1294,5,2025-01-18,61.59,1.66,63.25,62.39
1294,6,2025-02-18,62.39,0.83,63.22,0.0
1295,1,2024-09-09,48.11,6.62,54.73,564.81
1295,2,2024-10-09,48.63,6.1,54.73,516.18
1295,3,2024-11-09,49.16,5.58,54.74,467.02
1295,4,2024-12-09,49.69,5.05,54.74,417.33
1295,5,2025-01-09,50.23,4.51,54.74,367.1
1295,6,2025-02-09,50.77,3.97,54.74,316.33
1295,7,2025-03-09,51.32,3.42,54.74,265.01
1295,8,2025-04-09,51.87,2.86,54.73,213.14
1295,9,2025-05-09,52.43,2.3,54.73,160.71
1295,10,2025-06-09,53.0,1.74,54.74,107.71
1295,11,2025-07-09,53.57,1.16,54.73,54.14
1295,12,2025-08-09,54.14,0.58,54.72,0.0
1296,1,2024-09-04,160.65,9.58,170.23,826.93
1296,2,2024-10-04,162.21,8.02,170.23,664.72
1296,3,2024-11-04,163.78,6.45,170.23,500.94
1296,4,2024-12-04,165.37,4.86,170.23,335.57
1296,5,2025-01-04,166.97,3.26,170.23,168.6
1296,6,2025-02-04,168.6,1.64,170.24,0.0
1297,1,2024-09-20,204.94,7.84,212.78,626.51
1297,2,2024-10-20,206.88,5.91,212.79,419.63
1297,3,2024-11-20,208.83,3.96,212.79,210.8
1297,4,2024-12-20,210.8,1.99,212.79,0.0
1298,1,2024-09-27,121.9,9.18,131.08,632.13
1298,2,2024-10-27,123.39,7.69,131.08,508.74
1298,3,2024-11-27,124.89,6.19,131.08,383.85
1298,4,2024-12-27,126.41,4.67,131.08,257.44
1298,5,2025-01-27,127.95,3.13,131.08,129.49
1298,6,2025-02-27,129.49,1.58,131.07,0.0
1299,1,2024-09-01,84.38,6.46,90.84,262.69
1299,2,2024-10-01,85.95,4.89,90.84,176.74
1299,3,2024-11-01,87.55,3.29,90.84,89.19
1299,4,2024-12-01,89.19,1.66,90.85,0.0
1300,1,2024-09-29,55.72,3.14,58.86,171.81
1300,2,2024-10-29,56.49,2.37,58.86,115.32
1300,3,2024-11-29,57.27,1.59,58.86,58.05
1300,4,2024-12-29,58.05,0.8,58.85,0.0
1301,1,2024-09-06,100.43,7.73,108.16,521.2
1301,2,2024-10-06,101.68,6.48,108.16,419.52
1301,3,2024-11-06,102.94,5.22,108.16,316.58
1301,4,2024-12-06,104.22,3.94,108.16,212.36
1301,5,2025-01-06,105.52,2.64,108.16,106.84
1301,6,2025-02-06,106.84,1.33,108.17,0.0
1302,1,2024-09-25,121.16,4.82,125.98,370.67
1302,2,2024-10-25,122.35,3.64,125.99,248.32
1302,3,2024-11-25,123.55,2.44,125.99,124.77
1302,4,2024-12-25,124.77,1.22,125.99,0.0
1303,1,2024-09-25,256.12,14.68,270.8,1316.92
1303,2,2024-10-25,258.51,12.29,270.8,1058.41
1303,3,2024-11-25,260.93,9.88,270.81,797.48
1303,4,2024-12-25,263.36,7.44,270.8,534.12
1303,5,2025-01-25,265.82,4.98,270.8,268.3
1303,6,2025-02-25,268.3,2.5,270.8,0.0
1304,1,2024-09-21,69.83,2.88,72.71,213.8
1304,2,2024-10-21,70.54,2.17,72.71,143.26
1304,3,2024-11-21,71.26,1.46,72.72,72.0
1304,4,2024-12-21,72.0,0.73,72.73,0.0
1305,1,2024-09-11,26.73,3.44,30.17,312.5
1305,2,2024-10-11,27.0,3.17,30.17,285.5
1305,3,2024-11-11,27.27,2.89,30.16,258.23
1305,4,2024-12-11,27.55,2.62,30.17,230.68
1305,5,2025-01-11,27.83,2.34,30.17,202.85
1305,6,2025-02-11,28.11,2.06,30.17,174.74
1305,7,2025-03-11,28.39,1.77,30.16,146.35
1305,8,2025-04-11,28.68,1.48,30.16,117.67
1305,9,2025-05-11,28.97,1.19,30.16,88.7
1305,10,2025-06-11,29.27,0.9,30.17,59.43
1305,11,2025-07-11,29.56,0.6,30.16,29.87
1305,12,2025-08-11,29.87,0.3,30.17,0.0
1306,1,2024-09-02,102.04,5.71,107.75,524.32
1306,2,2024-10-02,102.97,4.78,107.75,421.35
1306,3,2024-11-02,103.91,3.84,107.75,317.44
1306,4,2024-12-02,104.86,2.89,107.75,212.58
1306,5,2025-01-02,105.81,1.94,107.75,106.77
1306,6,2025-02-02,106.77,0.97,107.74,0.0
1307,1,2024-09-19,75.85,4.0,79.85,233.48
1307,2,2024-10-19,76.83,3.02,79.85,156.65
1307,3,2024-11-19,77.82,2.03,79.85,78.83
1307,4,2024-12-19,78.83,1.02,79.85,0.0
1308,1,2024-09-21,129.54,7.03,136.57,665.12
1308,2,2024-10-21,130.69,5.89,136.58,534.43
1308,3,2024-11-21,131.85,4.73,136.58,402.58
1308,4,2024-12-21,133.01,3.56,136.57,269.57
1308,5,2025-01-21,134.19,2.39,136.58,135.38
1308,6,2025-02-21,135.38,1.2,136.58,0.0
1309,1,2024-09-01,76.55,5.85,82.4,397.19
1309,2,2024-10-01,77.5,4.91,82.41,319.69
1309,3,2024-11-01,78.46,3.95,82.41,241.23
1309,4,2024-12-01,79.42,2.98,82.4,161.81
1309,5,2025-01-01,80.41,2.0,82.41,81.4
1309,6,2025-02-01,81.4,1.01,82.41,0.0
1310,1,2024-09-09,66.49,4.02,70.51,342.41
1310,2,2024-10-09,67.15,3.37,70.52,275.26
1310,3,2024-11-09,67.81,2.71,70.52,207.45
1310,4,2024-12-09,68.47,2.04,70.51,138.98
1310,5,2025-01-09,69.15,1.37,70.52,69.83
1310,6,2025-02-09,69.83,0.69,70.52,0.0
1311,1,2024-09-20,61.32,6.66,67.98,322.95
1311,2,2024-10-20,62.39,5.6,67.99,260.56
1311,3,2024-11-20,63.47,4.52,67.99,197.09
1311,4,2024-12-20,64.57,3.42,67.99,132.52
1311,5,2025-01-20,65.69,2.3,67.99,66.83
1311,6,2025-02-20,66.83,1.16,67.99,0.0
1312,1,2024-09-04,59.09,7.14,66.23,688.51
1312,2,2024-10-04,59.66,6.58,66.24,628.85
1312,3,2024-11-04,60.23,6.01,66.24,568.62
1312,4,2024-12-04,60.8,5.43,66.23,507.82
1312,5,2025-01-04,61.38,4.85,66.23,446.44
1312,6,2025-02-04,61.97,4.26,66.23,384.47
1312,7,2025-03-04,62.56,3.67,66.23,321.91
1312,8,2025-04-04,63.16,3.08,66.24,258.75
1312,9,2025-05-04,63.76,2.47,66.23,194.99
1312,10,2025-06-04,64.37,1.86,66.23,130.62
1312,11,2025-07-04,64.99,1.25,66.24,65.63
1312,12,2025-08-04,65.63,0.63,66.26,0.0
1313,1,2024-09-07,85.64,9.49,95.13,993.25
1313,2,2024-10-07,86.39,8.74,95.13,906.86
1313,3,2024-11-07,87.15,7.98,95.13,819.71
1313,4,2024-12-07,87.92,7.21,95.13,731.79
1313,5,2025-01-07,88.69,6.44,95.13,643.1
1313,6,2025-02-07,89.47,5.66,95.13,553.63
1313,7,2025-03-07,90.26,4.87,95.13,463.37
1313,8,2025-04-07,91.06,4.08,95.14,372.31
1313,9,2025-05-07,91.86,3.28,95.14,280.45
1313,10,2025-06-07,92.66,2.47,95.13,187.79
1313,11,2025-07-07,93.48,1.65,95.13,94.31
1313,12,2025-08-07,94.31,0.83,95.14,0.0
1314,1,2024-09-08,80.55,6.0,86.55,417.56
1314,2,2024-10-08,81.52,5.03,86.55,336.04
1314,3,2024-11-08,82.51,4.05,86.56,253.53
1314,4,2024-12-08,83.5,3.06,86.56,170.03
1314,5,2025-01-08,84.51,2.05,86.56,85.52
1314,6,2025-02-08,85.52,1.03,86.55,0.0
1315,1,2024-09-09,149.57,8.17,157.74,460.85
1315,2,2024-10-09,151.58,6.17,157.75,309.27
1315,3,2024-11-09,153.61,4.14,157.75,155.66
1315,4,2024-12-09,155.66,2.08,157.74,0.0
1316,1,2024-09-30,45.31,5.54,50.85,528.26
1316,2,2024-10-30,45.75,5.11,50.86,482.51
1316,3,2024-11-30,46.19,4.66,50.85,436.32
1316,4,2024-12-30,46.64,4.22,50.86,389.68
1316,5,2025-01-30,47.09,3.77,50.86,342.59
1316,6,2025-02-28,47.54,3.31,50.85,295.05
1316,7,2025-03-30,48.0,2.85,50.85,247.05
1316,8,2025-04-30,48.47,2.39,50.86,198.58
1316,9,2025-05-30,48.93,1.92,50.85,149.65
1316,10,2025-06-30,49.41,1.45,50.86,100.24
1316,11,2025-07-30,49.88,0.97,50.85,50.36
1316,12,2025-08-30,50.36,0.49,50.85,0.0
1317,1,2024-09-09,65.9,8.11,74.01,768.56
1317,2,2024-10-09,66.54,7.47,74.01,702.02
1317,3,2024-11-09,67.19,6.82,74.01,634.83
1317,4,2024-12-09,67.84,6.17,74.01,566.99
1317,5,2025-01-09,68.5,5.51,74.01,498.49
1317,6,2025-02-09,69.16,4.85,74.01,429.33
1317,7,2025-03-09,69.84,4.17,74.01,359.49
1317,8,2025-04-09,70.52,3.49,74.01,288.97
1317,9,2025-05-09,71.2,2.81,74.01,217.77
1317,10,2025-06-09,71.89,2.12,74.01,145.88
1317,11,2025-07-09,72.59,1.42,74.01,73.29
1317,12,2025-08-09,73.29,0.71,74.0,0.0
1318,1,2024-09-08,216.76,8.89,225.65,663.52
1318,2,2024-10-08,218.95,6.7,225.65,444.57
1318,3,2024-11-08,221.17,4.49,225.66,223.4
1318,4,2024-12-08,223.4,2.26,225.66,0.0
1319,1,2024-09-10,41.69,6.02,47.71,490.82
1319,2,2024-10-10,42.16,5.54,47.7,448.66
1319,3,2024-11-10,42.63,5.07,47.7,406.03
1319,4,2024-12-10,43.11,4.59,47.7,362.92
1319,5,2025-01-10,43.6,4.1,47.7,319.32
1319,6,2025-02-10,44.09,3.61,47.7,275.23
1319,7,2025-03-10,44.59,3.11,47.7,230.64
1319,8,2025-04-10,45.1,2.61,47.71,185.54
1319,9,2025-05-10,45.61,2.1,47.71,139.93
1319,10,2025-06-10,46.12,1.58,47.7,93.81
1319,11,2025-07-10,46.64,1.06,47.7,47.17
1319,12,2025-08-10,47.17,0.53,47.7,0.0
1320,1,2024-09-05,146.07,5.42,151.49,446.28
1320,2,2024-10-05,147.41,4.09,151.5,298.87
1320,3,2024-11-05,148.76,2.74,151.5,150.11
1320,4,2024-12-05,150.11,1.37,151.48,0.0
1321,1,2024-09-23,36.84,4.47,41.31,429.29
1321,2,2024-10-23,37.19,4.12,41.31,392.1
1321,3,2024-11-23,37.55,3.76,41.31,354.55
1321,4,2024-12-23,37.91,3.4,41.31,316.64
1321,5,2025-01-23,38.27,3.04,41.31,278.37
1321,6,2025-02-23,38.64,2.67,41.31,239.73
1321,7,2025-03-23,39.01,2.3,41.31,200.72
1321,8,2025-04-23,39.38,1.93,41.31,161.34
1321,9,2025-05-23,39.76,1.55,41.31,121.58
1321,10,2025-06-23,40.14,1.17,41.31,81.44
1321,11,2025-07-23,40.53,0.78,41.31,40.91
1321,12,2025-08-23,40.91,0.39,41.3,0.0
1322,1,2024-09-07,45.93,5.04,50.97,241.96
1322,2,2024-10-07,46.73,4.23,50.96,195.23
1322,3,2024-11-07,47.55,3.42,50.97,147.68
1322,4,2024-12-07,48.38,2.58,50.96,99.3
1322,5,2025-01-07,49.22,1.74,50.96,50.08
1322,6,2025-02-07,50.08,0.88,50.96,0.0
1323,1,2024-09-04,197.72,8.04,205.76,605.14
1323,2,2024-10-04,199.71,6.06,205.77,405.43
1323,3,2024-11-04,201.71,4.06,205.77,203.72
1323,4,2024-12-04,203.72,2.04,205.76,0.0
1324,1,2024-09-09,64.59,4.09,68.68,333.04
1324,2,2024-10-09,65.25,3.43,68.68,267.79
1324,3,2024-11-09,65.92,2.76,68.68,201.87
1324,4,2024-12-09,66.6,2.08,68.68,135.27
1324,5,2025-01-09,67.29,1.39,68.68,67.98
1324,6,2025-02-09,67.98,0.7,68.68,0.0
1325,1,2024-09-29,163.43,9.31,172.74,840.15
1325,2,2024-10-29,164.94,7.8,172.74,675.21
1325,3,2024-11-29,166.47,6.26,172.73,508.74
1325,4,2024-12-29,168.02,4.72,172.74,340.72
1325,5,2025-01-29,169.58,3.16,172.74,171.14
1325,6,2025-02-28,171.14,1.59,172.73,0.0
1326,1,2024-09-15,190.02,6.87,196.89,580.31
1326,2,2024-10-15,191.72,5.18,196.9,388.59
1326,3,2024-11-15,193.43,3.47,196.9,195.16
1326,4,2024-12-15,195.16,1.74,196.9,0.0
1327,1,2024-09-14,313.2,12.79,325.99,958.64
1327,2,2024-10-14,316.35,9.64,325.99,642.29
1327,3,2024-11-14,319.53,6.46,325.99,322.76
1327,4,2024-12-14,322.76,3.25,326.01,0.0
1328,1,2024-09-01,108.14,7.25,115.39,558.58
1328,2,2024-10-01,109.31,6.07,115.38,449.27
1328,3,2024-11-01,110.5,4.88,115.38,338.77
1328,4,2024-12-01,111.7,3.68,115.38,227.07
1328,5,2025-01-01,112.92,2.47,115.39,114.15
1328,6,2025-02-01,114.15,1.24,115.39,0.0
1329,1,2024-09-05,69.59,11.51,81.1,827.03
1329,2,2024-10-05,70.48,10.62,81.1,756.55
1329,3,2024-11-05,71.39,9.71,81.1,685.16
1329,4,2024-12-05,72.3,8.79,81.09,612.86
1329,5,2025-01-05,73.23,7.87,81.1,539.63
1329,6,2025-02-05,74.17,6.93,81.1,465.46
1329,7,2025-03-05,75.12,5.97,81.09,390.34
1329,8,2025-04-05,76.09,5.01,81.1,314.25
1329,9,2025-05-05,77.06,4.03,81.09,237.19
1329,10,2025-06-05,78.05,3.04,81.09,159.14
1329,11,2025-07-05,79.06,2.04,81.1,80.08
1329,12,2025-08-05,80.08,1.03,81.11,0.0
1330,1,2024-09-02,67.64,3.73,71.37,347.45
1330,2,2024-10-02,68.25,3.12,71.37,279.2
1330,3,2024-11-02,68.87,2.51,71.38,210.33
1330,4,2024-12-02,69.48,1.89,71.37,140.85
1330,5,2025-01-02,70.11,1.27,71.38,70.74
1330,6,2025-02-02,70.74,0.64,71.38,0.0
1331,1,2024-09-02,122.43,7.99,130.42,631.86
1331,2,2024-10-02,123.72,6.69,130.41,508.14
1331,3,2024-11-02,125.03,5.38,130.41,383.11
1331,4,2024-12-02,126.36,4.06,130.42,256.75
1331,5,2025-01-02,127.7,2.72,130.42,129.05
1331,6,2025-02-02,129.05,1.37,130.42,0.0
1332,1,2024-09-29,210.56,8.36,218.92,644.12
1332,2,2024-10-29,212.62,6.3,218.92,431.5
1332,3,2024-11-29,214.7,4.22,218.92,216.8
1332,4,2024-12-29,216.8,2.12,218.92,0.0
1333,1,2024-09-08,62.42,8.04,70.46,729.85
1333,2,2024-10-08,63.05,7.41,70.46,666.8
1333,3,2024-11-08,63.69,6.77,70.46,603.11
1333,4,2024-12-08,64.34,6.12,70.46,538.77
1333,5,2025-01-08,64.99,5.47,70.46,473.78
1333,6,2025-02-08,65.65,4.81,70.46,408.13
1333,7,2025-03-08,66.32,4.14,70.46,341.81
1333,8,2025-04-08,66.99,3.47,70.46,274.82
1333,9,2025-05-08,67.67,2.79,70.46,207.15
1333,10,2025-06-08,68.36,2.1,70.46,138.79
1333,11,2025-07-08,69.05,1.41,70.46,69.74
1333,12,2025-08-08,69.74,0.71,70.45,0.0
1334,1,2024-09-27,298.24,11.2,309.44,911.4
1334,2,2024-10-27,301.0,8.44,309.44,610.4
1334,3,2024-11-27,303.79,5.65,309.44,306.61
1334,4,2024-12-27,306.61,2.84,309.45,0.0
1335,1,2024-09-06,151.81,5.33,157.14,463.37
1335,2,2024-10-06,153.13,4.01,157.14,310.24
1335,3,2024-11-06,154.45,2.69,157.14,155.79
1335,4,2024-12-06,155.79,1.35,157.14,0.0
1336,1,2024-09-06,147.78,7.71,155.49,454.79
1336,2,2024-10-06,149.67,5.82,155.49,305.12
1336,3,2024-11-06,151.59,3.9,155.49,153.53
1336,4,2024-12-06,153.53,1.96,155.49,0.0
1337,1,2024-09-30,268.27,10.71,278.98,820.76
1337,2,2024-10-31,270.91,8.07,278.98,549.85
1337,3,2024-11-30,273.58,5.41,278.99,276.27
1337,4,2024-12-31,276.27,2.72,278.99,0.0
1338,1,2024-09-30,160.92,7.88,168.8,494.47
1338,2,2024-10-31,162.86,5.94,168.8,331.61
1338,3,2024-11-30,164.81,3.99,168.8,166.8
1338,4,2024-12-31,166.8,2.01,168.81,0.0
1339,1,2024-09-23,248.69,10.2,258.89,761.24
1339,2,2024-10-23,251.2,7.69,258.89,510.04
1339,3,2024-11-23,253.74,5.15,258.89,256.3
1339,4,2024-12-23,256.3,2.59,258.89,0.0
1340,1,2024-09-17,74.46,2.7,77.16,227.38
1340,2,2024-10-17,75.12,2.03,77.15,152.26
1340,3,2024-11-17,75.79,1.36,77.15,76.47
1340,4,2024-12-17,76.47,0.68,77.15,0.0
1341,1,2024-09-28,281.91,11.5,293.41,862.85
1341,2,2024-10-28,284.75,8.67,293.42,578.1
1341,3,2024-11-28,287.61,5.81,293.42,290.49
1341,4,2024-12-28,290.49,2.92,293.41,0.0
1342,1,2024-09-23,99.1,11.01,110.11,1149.53
1342,2,2024-10-23,99.98,10.13,110.11,1049.55
1342,3,2024-11-23,100.86,9.25,110.11,948.69
1342,4,2024-12-23,101.75,8.36,110.11,846.94
1342,5,2025-01-23,102.64,7.47,110.11,744.3
1342,6,2025-02-23,103.55,6.56,110.11,640.75
1342,7,2025-03-23,104.46,5.65,110.11,536.29
1342,8,2025-04-23,105.38,4.73,110.11,430.91
1342,9,2025-05-23,106.31,3.8,110.11,324.6
1342,10,2025-06-23,107.25,2.86,110.11,217.35
1342,11,2025-07-23,108.19,1.92,110.11,109.16
1342,12,2025-08-23,109.16,0.96,110.12,0.0
1343,1,2024-09-16,67.08,6.89,73.97,352.27
1343,2,2024-10-16,68.18,5.78,73.96,284.09
1343,3,2024-11-16,69.3,4.66,73.96,214.79
1343,4,2024-12-16,70.44,3.53,73.97,144.35
1343,5,2025-01-16,71.59,2.37,73.96,72.76
1343,6,2025-02-16,72.76,1.19,73.95,0.0
1344,1,2024-09-17,55.49,6.98,62.47,647.93
1344,2,2024-10-17,56.04,6.43,62.47,591.89
1344,3,2024-11-17,56.59,5.87,62.46,535.3
1344,4,2024-12-17,57.16,5.31,62.47,478.14
1344,5,2025-01-17,57.72,4.75,62.47,420.42
1344,6,2025-02-17,58.3,4.17,62.47,362.12
1344,7,2025-03-17,58.87,3.59,62.46,303.25
1344,8,2025-04-17,59.46,3.01,62.47,243.79
1344,9,2025-05-17,60.05,2.42,62.47,183.74
1344,10,2025-06-17,60.64,1.82,62.46,123.1
1344,11,2025-07-17,61.25,1.22,62.47,61.85
1344,12,2025-08-17,61.85,0.61,62.46,0.0
1345,1,2024-09-30,40.75,4.74,45.49,473.82
1345,2,2024-10-30,41.13,4.36,45.49,432.69
1345,3,2024-11-30,41.51,3.99,45.5,391.18
1345,4,2024-12-30,41.89,3.6,45.49,349.29
1345,5,2025-01-30,42.27,3.22,45.49,307.02
1345,6,2025-02-28,42.66,2.83,45.49,264.36
1345,7,2025-03-30,43.06,2.43,45.49,221.3
1345,8,2025-04-30,43.45,2.04,45.49,177.85
1345,9,2025-05-30,43.85,1.64,45.49,134.0
1345,10,2025-06-30,44.26,1.23,45.49,89.74
1345,11,2025-07-30,44.66,0.83,45.49,45.08
1345,12,2025-08-30,45.08,0.42,45.5,0.0
1346,1,2024-09-27,99.66,5.3,104.96,511.4
1346,2,2024-10-27,100.52,4.44,104.96,410.88
1346,3,2024-11-27,101.39,3.57,104.96,309.49
1346,4,2024-12-27,102.27,2.69,104.96,207.22
1346,5,2025-01-27,103.16,1.8,104.96,104.06
1346,6,2025-02-27,104.06,0.9,104.96,0.0
1347,1,2024-09-07,129.29,7.36,136.65,664.65
1347,2,2024-10-07,130.49,6.16,136.65,534.16
1347,3,2024-11-07,131.7,4.95,136.65,402.46
1347,4,2024-12-07,132.92,3.73,136.65,269.54
1347,5,2025-01-07,134.15,2.5,136.65,135.39
1347,6,2025-02-07,135.39,1.25,136.64,0.0
1348,1,2024-09-09,126.85,5.1,131.95,388.13
1348,2,2024-10-09,128.1,3.85,131.95,260.03
1348,3,2024-11-09,129.37,2.58,131.95,130.66
1348,4,2024-12-09,130.66,1.3,131.96,0.0
1349,1,2024-09-28,152.36,5.58,157.94,465.4
1349,2,2024-10-28,153.74,4.2,157.94,311.66
1349,3,2024-11-28,155.13,2.81,157.94,156.53
1349,4,2024-12-28,156.53,1.41,157.94,0.0
1350,1,2024-09-05,45.04,3.7,48.74,234.33
1350,2,2024-10-05,45.64,3.1,48.74,188.69
1350,3,2024-11-05,46.24,2.5,48.74,142.45
1350,4,2024-12-05,46.86,1.88,48.74,95.59
1350,5,2025-01-05,47.48,1.26,48.74,48.11
1350,6,2025-02-05,48.11,0.64,48.75,0.0
1351,1,2024-09-03,68.37,7.71,76.08,793.71
1351,2,2024-10-03,68.98,7.1,76.08,724.73
1351,3,2024-11-03,69.6,6.48,76.08,655.13
1351,4,2024-12-03,70.22,5.86,76.08,584.91
1351,5,2025-01-03,70.85,5.23,76.08,514.06
1351,6,2025-02-03,71.49,4.6,76.09,442.57
1351,7,2025-03-03,72.13,3.96,76.09,370.44
1351,8,2025-04-03,72.77,3.31,76.08,297.67
1351,9,2025-05-03,73.42,2.66,76.08,224.25
1351,10,2025-06-03,74.08,2.01,76.09,150.17
1351,11,2025-07-03,74.74,1.34,76.08,75.43
1351,12,2025-08-03,75.43,0.67,76.1,0.0
1352,1,2024-09-02,63.18,3.4,66.58,324.33
1352,2,2024-10-02,63.74,2.85,66.59,260.59
1352,3,2024-11-02,64.3,2.29,66.59,196.29
1352,4,2024-12-02,64.86,1.72,66.58,131.43
1352,5,2025-01-02,65.43,1.15,66.58,66.0
1352,6,2025-02-02,66.0,0.58,66.58,0.0
1353,1,2024-09-25,179.89,9.27,189.16,553.44
1353,2,2024-10-25,182.17,6.99,189.16,371.27
1353,3,2024-11-25,184.47,4.69,189.16,186.8
1353,4,2024-12-25,186.8,2.36,189.16,0.0
1354,1,2024-09-18,60.46,6.49,66.95,700.07
1354,2,2024-10-18,60.97,5.98,66.95,639.1
1354,3,2024-11-18,61.49,5.46,66.95,577.61
1354,4,2024-12-18,62.02,4.93,66.95,515.59
1354,5,2025-01-18,62.55,4.4,66.95,453.04
1354,6,2025-02-18,63.08,3.87,66.95,389.96
1354,7,2025-03-18,63.62,3.33,66.95,326.34
1354,8,2025-04-18,64.16,2.79,66.95,262.18
1354,9,2025-05-18,64.71,2.24,66.95,197.47
1354,10,2025-06-18,65.26,1.69,66.95,132.21
1354,11,2025-07-18,65.82,1.13,66.95,66.39
1354,12,2025-08-18,66.39,0.57,66.96,0.0
1355,1,2024-09-08,259.04,13.59,272.63,797.3
1355,2,2024-10-08,262.38,10.25,272.63,534.92
1355,3,2024-11-08,265.75,6.88,272.63,269.17
1355,4,2024-12-08,269.17,3.46,272.63,0.0
1356,1,2024-09-16,144.7,7.76,152.46,445.62
1356,2,2024-10-16,146.6,5.86,152.46,299.02
1356,3,2024-11-16,148.53,3.93,152.46,150.49
1356,4,2024-12-16,150.49,1.98,152.47,0.0
1357,1,2024-09-25,67.35,3.33,70.68,207.0
1357,2,2024-10-25,68.17,2.51,70.68,138.83
1357,3,2024-11-25,69.0,1.68,70.68,69.83
1357,4,2024-12-25,69.83,0.85,70.68,0.0
1358,1,2024-09-03,346.32,15.17,361.49,1061.51
1358,2,2024-10-03,350.05,11.44,361.49,711.46
1358,3,2024-11-03,353.82,7.67,361.49,357.64
1358,4,2024-12-03,357.64,3.85,361.49,0.0
1359,1,2024-09-28,124.31,4.93,129.24,380.28
1359,2,2024-10-28,125.53,3.72,129.25,254.75
1359,3,2024-11-28,126.75,2.49,129.24,128.0
1359,4,2024-12-28,128.0,1.25,129.25,0.0
1360,1,2024-09-21,155.61,12.92,168.53,809.86
1360,2,2024-10-21,157.69,10.84,168.53,652.17
1360,3,2024-11-21,159.8,8.73,168.53,492.37
1360,4,2024-12-21,161.94,6.59,168.53,330.43
1360,5,2025-01-21,164.11,4.42,168.53,166.32
1360,6,2025-02-21,166.32,2.23,168.55,0.0
1361,1,2024-09-15,152.29,8.24,160.53,781.86
1361,2,2024-10-15,153.64,6.9,160.54,628.22
1361,3,2024-11-15,154.99,5.54,160.53,473.23
1361,4,2024-12-15,156.36,4.17,160.53,316.87
1361,5,2025-01-15,157.74,2.8,160.54,159.13
1361,6,2025-02-15,159.13,1.4,160.53,0.0
1362,1,2024-09-07,162.19,5.69,167.88,495.05
