loan_id,customer_id,application_id,origination_date,principal,term_months,apr,origination_fee_rate,origination_fee_amount,merchant_category,loan_status,default_date,principal_paid_total,outstanding_principal_end,orig_month,default_month
1401,3451,1990,2024-08-03,419.65181818731435,4,0.11981447413832962,0.003751968668110775,1.57,auto,paid_off,,419.65,0.0,2024-08-01,
1402,3114,1991,2024-08-07,891.1106753137398,12,0.10382322878681624,0.002314275275592384,2.06,electronics,paid_off,,891.11,0.0,2024-08-01,
1403,456,1992,2024-08-24,1206.5944651210816,6,0.14147605150311207,0.0074662684682883,9.01,electronics,paid_off,,1206.59,0.0,2024-08-01,
1404,3978,1994,2024-08-20,409.28644479395155,4,0.15437809629102858,0.009371539486694598,3.84,home_goods,paid_off,,409.29,-0.0,2024-08-01,
1405,4041,1995,2024-08-28,542.6268247770652,4,0.11391162888475746,0.006469173266658911,3.51,electronics,paid_off,,542.63,-0.0,2024-08-01,
1406,1214,1996,2024-08-26,890.9822019920596,6,0.12562162524960174,0.005095497808835249,4.54,home_goods,paid_off,,890.98,0.0,2024-08-01,
1407,1214,1997,2024-08-23,461.3754972751169,4,0.11702076311288563,0.006165282251706751,2.84,electronics,paid_off,,461.38,-0.0,2024-08-01,
1408,4376,1998,2024-08-01,581.711433021692,6,0.1049810868837234,0.0029618859031078346,1.72,home_goods,paid_off,,581.71,0.0,2024-08-01,
1409,3093,2000,2024-08-30,382.98197308528916,6,0.14787359097305203,0.0115119612153003,4.41,fashion,paid_off,,382.98,0.0,2024-08-01,
1410,2335,2001,2024-08-17,1296.6279261989423,4,0.16497103659046392,0.014534325148462292,18.85,groceries,paid_off,,1296.63,-0.0,2024-08-01,
1411,1311,2002,2024-08-19,968.947312505584,4,0.15126935890563586,0.013614720971765757,13.19,home_goods,paid_off,,968.95,-0.0,2024-08-01,
1412,1442,2004,2024-08-16,1097.6744431021323,12,0.12600074399197245,0.002672942205180287,2.93,groceries,active,,1011.36,86.31,2024-08-01,
1413,4264,2006,2024-08-08,248.78067282069148,12,0.15732924436200055,0.00873494466754448,2.17,services,paid_off,,248.78,0.0,2024-08-01,
1414,3972,2007,2024-08-11,630.2134366132354,6,0.1522254735816912,0.009299790954016713,5.86,electronics,defaulted,2025-03-11,362.8,267.41,2024-08-01,2025-03-01
1415,4464,2009,2024-08-12,755.2219230104364,6,0.11936427462149891,0.0025618073229298015,1.93,groceries,paid_off,,755.22,0.0,2024-08-01,
1416,1520,2010,2024-08-20,542.1822609601052,6,0.10908026010780644,0.001701587212103177,0.92,fashion,paid_off,,542.18,0.0,2024-08-01,
1417,2433,2011,2024-08-21,621.8468084956141,6,0.12472568269245007,0.006837260968852486,4.25,electronics,paid_off,,621.85,-0.0,2024-08-01,
1418,3976,2012,2024-08-16,450.1690252126153,12,0.21246614620667992,0.01592549601469824,7.17,services,paid_off,,450.17,-0.0,2024-08-01,
1419,2407,2013,2024-08-08,464.3281002153209,4,0.11713307736973101,0.0044123022750807974,2.05,fashion,paid_off,,464.33,-0.0,2024-08-01,
1420,1348,2014,2024-08-10,544.6771712312845,6,0.14754939547196216,0.009643437483148866,5.25,groceries,paid_off,,544.68,-0.0,2024-08-01,
1421,1258,2015,2024-08-18,746.2537230769075,6,0.1545770176211348,0.006035601713338479,4.5,travel,paid_off,,746.25,0.0,2024-08-01,
1422,2287,2016,2024-08-26,517.2975521740302,6,0.12162149647585287,0.004670510891793946,2.42,services,paid_off,,517.3,-0.0,2024-08-01,
1423,3014,2017,2024-08-19,184.49065255353798,6,0.2288223229508189,0.020922227674144037,3.86,services,paid_off,,184.49,0.0,2024-08-01,
1424,2885,2018,2024-08-14,594.7089260757809,4,0.1071123036986783,0.005662963042423309,3.37,home_goods,paid_off,,594.71,-0.0,2024-08-01,
1425,5,2019,2024-08-16,410.06337554173916,6,0.1071795462400134,0.006252271051076265,2.56,travel,paid_off,,410.06,0.0,2024-08-01,
1426,1679,2021,2024-08-18,668.662326169933,6,0.11042995724420573,0.007686442425366814,5.14,fashion,paid_off,,668.66,0.0,2024-08-01,
1427,965,2023,2024-08-24,475.3046312705239,6,0.1474900159364375,0.014481772881406878,6.88,groceries,paid_off,,475.3,0.0,2024-08-01,
1428,3788,2024,2024-08-15,1074.4873948373902,4,0.11228929406380253,0.006744040903978284,7.25,education,paid_off,,1074.49,-0.0,2024-08-01,
1429,1755,2025,2024-08-16,1015.800730327893,6,0.14494747603079172,0.010795991447376396,10.97,electronics,paid_off,,1015.8,0.0,2024-08-01,
1430,1977,2026,2024-08-03,449.1447781754055,12,0.12368052360106571,0.0076902232797401385,3.45,groceries,paid_off,,449.14,0.0,2024-08-01,
1431,3365,2027,2024-08-15,667.6017288907597,12,0.117141349672811,0.006232473573576934,4.16,fashion,paid_off,,667.6,0.0,2024-08-01,
1432,2343,2029,2024-08-29,225.9744465615276,4,0.17313050032302246,0.013633369096436851,3.08,home_goods,paid_off,,225.97,0.0,2024-08-01,
1433,1004,2030,2024-08-28,734.1528246457741,6,0.14953338123355955,0.009000072153431099,6.61,services,active,,696.27,37.88,2024-08-01,
1434,3965,2036,2024-08-17,814.454632725051,6,0.10244954401046844,0.006385492371484421,5.2,electronics,paid_off,,814.45,0.0,2024-08-01,
1435,2327,2038,2024-08-13,2559.5474871515416,6,0.11109060603446913,0.004456132932588706,11.41,groceries,paid_off,,2559.55,-0.0,2024-08-01,
1436,2991,2039,2024-08-08,563.3741822802654,6,0.10782082863740594,0.00748378933896084,4.22,education,paid_off,,563.37,0.0,2024-08-01,
1437,4422,2040,2024-08-10,405.63723592120493,4,0.11196509938605534,0.005820641478500699,2.36,groceries,paid_off,,405.64,-0.0,2024-08-01,
1438,2539,2041,2024-08-08,284.1383111531576,6,0.11262507923502359,0.003728494248676776,1.06,home_goods,paid_off,,284.14,-0.0,2024-08-01,
1439,4913,2047,2024-09-14,418.8008324277208,6,0.12168615913868132,0.0012184311063489191,0.51,electronics,paid_off,,418.8,0.0,2024-09-01,
1440,4790,2048,2024-09-16,447.02642384766744,4,0.11676381377032624,0.004959161864350179,2.22,electronics,paid_off,,447.03,-0.0,2024-09-01,
1441,3391,2050,2024-09-19,536.4478365754827,6,0.1577547446504335,0.006984118944984035,3.75,health,paid_off,,536.45,-0.0,2024-09-01,
1442,2177,2051,2024-09-28,326.2519033202341,6,0.16313754848998066,0.009385746607466326,3.06,auto,paid_off,,326.25,0.0,2024-09-01,
1443,596,2052,2024-09-02,490.88053671279886,4,0.13637570744507502,0.0109365350774314,5.37,travel,paid_off,,490.88,0.0,2024-09-01,
1444,4311,2053,2024-09-30,608.620693399106,12,0.21037957471836666,0.01298372383819345,7.9,auto,paid_off,,608.62,0.0,2024-09-01,
1445,1700,2054,2024-09-17,714.8620308613084,6,0.11469493440372058,0.006438569427755773,4.6,travel,paid_off,,714.86,0.0,2024-09-01,
1446,3847,2055,2024-09-05,1147.8784236583126,6,0.11751253697329848,0.009404126233681092,10.79,groceries,paid_off,,1147.88,-0.0,2024-09-01,
1447,4740,2056,2024-09-25,1055.0122841518005,6,0.1279887739405524,0.004436276199389093,4.68,groceries,paid_off,,1055.01,0.0,2024-09-01,
1448,1346,2058,2024-09-27,329.50036621422413,4,0.14477233530717512,0.008368652776351666,2.76,services,paid_off,,329.5,0.0,2024-09-01,
1449,1178,2059,2024-09-04,241.42431723409103,6,0.149565092908899,0.008833580480947987,2.13,health,paid_off,,241.42,0.0,2024-09-01,
1450,3550,2060,2024-09-15,552.5443901292718,6,0.14947958199501643,0.007580464630551434,4.19,services,paid_off,,552.54,0.0,2024-09-01,
1451,1738,2061,2024-09-29,307.4392258977951,4,0.11716455960339078,0.005523856198426729,1.7,health,active,,276.29,31.15,2024-09-01,
1452,3988,2062,2024-09-29,524.768554394312,4,0.11912313517151903,0.0032363593956173213,1.7,fashion,paid_off,,524.77,-0.0,2024-09-01,
1453,4884,2066,2024-09-14,921.2346365386222,4,0.14427512130831457,0.011429763519544008,10.53,groceries,paid_off,,921.23,0.0,2024-09-01,
1454,4258,2067,2024-09-07,1212.1372621724533,4,0.1099727859961872,0.0056849616744026,6.89,electronics,paid_off,,1212.14,-0.0,2024-09-01,
1455,716,2069,2024-09-16,242.0541683746527,4,0.1529703844444106,0.015365296864435826,3.72,electronics,paid_off,,242.05,0.0,2024-09-01,
1456,1621,2070,2024-09-05,151.1422870173802,4,0.2136007412842868,0.016492437199762688,2.49,groceries,paid_off,,151.14,0.0,2024-09-01,
1457,1485,2071,2024-09-09,351.65524299624883,12,0.142178380224949,0.015518460251944085,5.46,auto,paid_off,,351.66,-0.0,2024-09-01,
1458,1530,2072,2024-09-04,414.4308494354899,4,0.10615757201150636,0.0020290326099223206,0.84,education,paid_off,,414.43,0.0,2024-09-01,
1459,970,2074,2024-09-20,849.3601535215646,6,0.11410716549667325,0.002673733706959409,2.27,groceries,paid_off,,849.36,0.0,2024-09-01,
1460,4882,2075,2024-09-15,597.9634408157257,12,0.12802763981517137,0.004566184342451411,2.73,health,defaulted,2025-02-13,46.97,550.99,2024-09-01,2025-02-01
1461,3452,2076,2024-09-07,1412.2997231990978,6,0.12738401976261962,0.004494064710101347,6.35,home_goods,paid_off,,1412.3,-0.0,2024-09-01,
1462,2157,2078,2024-09-01,756.8813086036758,4,0.11009155862471472,0.0015647034130174932,1.18,electronics,active,,656.82,100.06,2024-09-01,
1463,2337,2081,2024-09-24,895.0201732524072,4,0.12264674338193367,0.002029504044570941,1.82,electronics,paid_off,,895.02,0.0,2024-09-01,
1464,2440,2082,2024-09-27,453.6231645245038,4,0.11585679845139533,0.001575842337766678,0.71,education,paid_off,,453.62,0.0,2024-09-01,
1465,3877,2083,2024-09-27,640.5410347439444,4,0.14596583795201845,0.00694867715173015,4.45,groceries,paid_off,,640.54,0.0,2024-09-01,
1466,1245,2084,2024-09-30,682.0310360455749,6,0.10954636221563366,0.004595210407995728,3.13,travel,paid_off,,682.03,0.0,2024-09-01,
1467,3296,2085,2024-09-05,727.0154429758677,4,0.1064149358681902,0.003818634604325357,2.78,services,paid_off,,727.02,-0.0,2024-09-01,
1468,2956,2086,2024-09-07,263.879935113645,4,0.18431152381422763,0.016259339056909416,4.29,fashion,paid_off,,263.88,-0.0,2024-09-01,
1469,4690,2088,2024-09-27,787.8408666094189,4,0.1280489695697882,0.012274176079448433,9.67,home_goods,paid_off,,787.84,0.0,2024-09-01,
1470,4642,2089,2024-09-06,911.673432681928,4,0.12361344924309232,0.004758457002365383,4.34,health,paid_off,,911.67,0.0,2024-09-01,
1471,2883,2090,2024-09-29,299.1172713382956,4,0.12362911938262304,0.014352111448354282,4.29,services,paid_off,,299.12,-0.0,2024-09-01,
1472,455,2091,2024-09-16,466.3387762215361,4,0.16527422712401846,0.0173896845947923,8.11,fashion,paid_off,,466.34,-0.0,2024-09-01,
1473,4549,2092,2024-09-13,804.6536363898035,6,0.11669869240232347,0.00969411755298691,7.8,groceries,paid_off,,804.65,0.0,2024-09-01,
1474,1948,2093,2024-09-19,707.6153364620856,6,0.11888787320737614,0.004215141701075527,2.98,fashion,paid_off,,707.62,-0.0,2024-09-01,
1475,4127,2094,2024-09-14,169.53365207431787,12,0.1837978172374582,0.01175033037085127,1.99,groceries,paid_off,,169.53,0.0,2024-09-01,
1476,547,2096,2024-09-16,641.6075442115139,12,0.11904283294436642,0.003838171125589859,2.46,electronics,paid_off,,641.61,-0.0,2024-09-01,
1477,4056,2097,2024-09-05,387.7047301317505,4,0.1497152927394806,0.01290017655448163,5.0,travel,paid_off,,387.7,0.0,2024-09-01,
1478,4241,2099,2024-09-19,401.7351082028909,4,0.1281672452000338,0.0037023322507357403,1.49,education,paid_off,,401.74,-0.0,2024-09-01,
1479,3797,2100,2024-09-14,708.5525880523043,4,0.1250443544925407,0.005202229444553738,3.69,travel,paid_off,,708.55,0.0,2024-09-01,
1480,2495,2101,2024-09-22,249.14750869332687,4,0.12611265544276745,0.0073619804812463255,1.83,fashion,paid_off,,249.15,-0.0,2024-09-01,
1481,233,2102,2024-09-05,1146.9020201686606,12,0.11751867175057422,0.00494918309256552,5.68,travel,paid_off,,1146.9,0.0,2024-09-01,
1482,4513,2103,2024-09-25,918.526744531391,4,0.11129640487363007,0.001820941887267915,1.67,health,defaulted,2025-01-23,178.26,740.27,2024-09-01,2025-01-01
1483,4514,2104,2024-09-29,466.92874780765464,6,0.1600593549263417,0.010531030500684404,4.92,fashion,paid_off,,466.93,-0.0,2024-09-01,
1484,4824,2105,2024-09-21,369.90111451373326,6,0.10892661030932357,0.003511459537360263,1.3,electronics,paid_off,,369.9,0.0,2024-09-01,
1485,2346,2107,2024-09-04,1097.3509112916674,6,0.10265744422880291,0.003812276638547947,4.18,home_goods,paid_off,,1097.35,0.0,2024-09-01,
1486,4200,2108,2024-09-26,252.04300437506933,4,0.16113787648540479,0.00883132168087245,2.23,services,paid_off,,252.04,0.0,2024-09-01,
1487,2830,2109,2024-09-06,689.4759506528654,4,0.11061142078060901,0.005387776833679998,3.71,home_goods,paid_off,,689.48,-0.0,2024-09-01,
1488,3612,2110,2024-09-05,350.2560617035379,4,0.1363951029813903,0.009515957043319877,3.33,services,paid_off,,350.26,-0.0,2024-09-01,
1489,508,2111,2024-09-06,1335.5162789261492,4,0.10263894710123507,0.004202715751549664,5.61,home_goods,paid_off,,1335.52,-0.0,2024-09-01,
1490,3488,2112,2024-09-05,940.9672255825686,4,0.1146224132986667,0.005793030185640133,5.45,electronics,paid_off,,940.97,-0.0,2024-09-01,
1491,700,2113,2024-09-30,435.4507660296647,4,0.21061564297022733,0.01813217473194778,7.9,travel,defaulted,2025-02-28,106.04,329.41,2024-09-01,2025-02-01
1492,1284,2116,2024-09-27,727.3445348393353,4,0.11749610824616279,0.0036698719085982894,2.67,travel,defaulted,2025-02-25,311.95,415.39,2024-09-01,2025-02-01
1493,469,2117,2024-09-24,1150.6392520807333,4,0.11140627206945364,0.00595775954379558,6.86,health,paid_off,,1150.64,-0.0,2024-09-01,
1494,2279,2118,2024-09-24,750.1516717666593,6,0.11487346655720802,0.00666362844111371,5.0,electronics,paid_off,,750.15,0.0,2024-09-01,
1495,3863,2119,2024-09-17,816.1999273031263,12,0.11077938030992686,0.005170090408222832,4.22,groceries,defaulted,2025-11-15,703.78,112.42,2024-09-01,2025-11-01
1496,3686,2120,2024-09-25,505.3781938203639,4,0.11289572184767614,0.002239184376886388,1.13,fashion,paid_off,,505.38,-0.0,2024-09-01,
1497,1841,2122,2024-09-10,1539.7444548717465,4,0.11067155131777198,0.005884457314167445,9.06,home_goods,paid_off,,1539.74,0.0,2024-09-01,
1498,3081,2123,2024-09-01,699.869030064709,12,0.13906671779201252,0.009739467630831522,6.82,electronics,paid_off,,699.87,-0.0,2024-09-01,
1499,2915,2124,2024-09-21,573.770658110871,4,0.18174926342461095,0.016755600399906524,9.61,fashion,paid_off,,573.77,0.0,2024-09-01,
1500,370,2125,2024-09-28,286.9571310285577,4,0.13992590872415478,0.006719343160978285,1.93,auto,active,,262.11,24.85,2024-09-01,
1501,729,2126,2024-09-23,978.9043578830235,4,0.1200968383233717,0.004918077473140771,4.81,health,paid_off,,978.9,0.0,2024-09-01,
1502,2766,2127,2024-09-24,208.8486801600112,12,0.14691815927628976,0.007023929270633931,1.47,groceries,defaulted,2025-07-23,123.58,85.27,2024-09-01,2025-07-01
1503,4636,2129,2024-09-28,963.9403140017588,4,0.10560542226499735,0.00499564604883444,4.82,fashion,defaulted,2025-03-28,582.76,381.18,2024-09-01,2025-03-01
1504,1113,2130,2024-09-03,426.6180976587983,6,0.2087352120841616,0.018014788700037886,7.69,travel,paid_off,,426.62,-0.0,2024-09-01,
1505,1902,2131,2024-09-14,388.1954793590281,6,0.20690069324953292,0.015020225623959436,5.83,home_goods,paid_off,,388.2,-0.0,2024-09-01,
1506,3754,2132,2024-09-09,514.3876483771695,6,0.10717150287349025,0.004945879809036615,2.54,groceries,paid_off,,514.39,-0.0,2024-09-01,
1507,1858,2133,2024-09-19,286.462037997436,4,0.12694198747738347,0.006119770593658942,1.75,electronics,paid_off,,286.46,0.0,2024-09-01,
1508,1580,2134,2024-09-19,1505.7723173617344,6,0.10794799115103251,0.003404092836558231,5.13,home_goods,paid_off,,1505.77,0.0,2024-09-01,
1509,843,2137,2024-09-24,1837.5778704698316,4,0.11771244870938365,0.0032300901371906804,5.94,home_goods,paid_off,,1837.58,-0.0,2024-09-01,
1510,133,2138,2024-09-07,1600.7886509201853,6,0.1089078590512288,0.002589106667142837,4.14,travel,paid_off,,1600.79,-0.0,2024-09-01,
1511,4617,2139,2024-09-16,625.3785434935904,6,0.1610725443662788,0.013193313252801509,8.25,fashion,paid_off,,625.38,-0.0,2024-09-01,
1512,4716,2141,2024-09-03,839.323035884865,6,0.11732535102204507,0.004676357042486172,3.92,services,paid_off,,839.32,0.0,2024-09-01,
1513,4421,2143,2024-09-05,1128.1357425618983,12,0.11060965518925484,0.006239104563526526,7.04,education,paid_off,,1128.14,-0.0,2024-09-01,
1514,3041,2144,2024-09-05,364.7689064288526,4,0.11687507343703689,0.004650122885618785,1.7,fashion,paid_off,,364.77,-0.0,2024-09-01,
1515,3569,2145,2024-09-28,911.1677698573835,12,0.12471467955923182,0.005666034731464452,5.16,electronics,paid_off,,911.17,-0.0,2024-09-01,
1516,1654,2146,2024-09-09,1249.0624385846452,4,0.10920923954313141,0.0029544542432184745,3.69,electronics,paid_off,,1249.06,0.0,2024-09-01,
1517,279,2147,2024-09-03,762.6257742998894,6,0.11851349231850589,0.0069538211030791,5.3,fashion,paid_off,,762.63,-0.0,2024-09-01,
1518,1780,2148,2024-09-30,131.9508179059144,6,0.18810132844663405,0.01351402534048967,1.78,electronics,defaulted,2025-04-30,64.44,67.51,2024-09-01,2025-04-01
1519,3504,2149,2024-09-01,268.50872202030894,4,0.11206733939639614,0.007187928817444273,1.93,electronics,active,,245.27,23.24,2024-09-01,
1520,2756,2151,2024-09-23,1342.3365779213168,4,0.114485769618126,0.004679072507578323,6.28,electronics,defaulted,2025-02-21,330.82,1011.52,2024-09-01,2025-02-01
1521,1347,2153,2024-09-01,366.43759813089264,6,0.1600768130986797,0.010703816837950407,3.92,electronics,paid_off,,366.44,-0.0,2024-09-01,
1522,853,2154,2024-09-22,346.2731930725351,4,0.11545049258917453,0.008615052552461653,2.98,travel,paid_off,,346.27,0.0,2024-09-01,
1523,3456,2155,2024-09-06,232.14911949572388,4,0.15461703192164272,0.010774850718169101,2.5,groceries,paid_off,,232.15,-0.0,2024-09-01,
1524,2184,2156,2024-09-30,284.3422882530913,4,0.1458567031099506,0.011708265272448073,3.33,travel,paid_off,,284.34,0.0,2024-09-01,
1525,4582,2157,2024-09-07,956.4347187689947,4,0.13031270420983812,0.0037131320895531965,3.55,fashion,paid_off,,956.43,0.0,2024-09-01,
1526,1555,2159,2024-09-21,459.20290574237146,4,0.1417657390799038,0.012857007253813744,5.9,electronics,defaulted,2025-04-21,356.9,102.3,2024-09-01,2025-04-01
1527,3855,2160,2024-09-20,774.8355856160525,6,0.10930464799123979,0.004001793052821188,3.1,education,paid_off,,774.84,-0.0,2024-09-01,
1528,1343,2161,2024-09-02,945.380354505274,4,0.12750623842778636,0.006352137485221817,6.01,health,paid_off,,945.38,0.0,2024-09-01,
1529,3340,2162,2024-09-18,283.9291415654166,12,0.14650530091811675,0.013125558652975638,3.73,fashion,paid_off,,283.93,-0.0,2024-09-01,
1530,2634,2163,2024-09-04,404.811482766815,6,0.10996750925259353,0.004472191434999885,1.81,health,paid_off,,404.81,0.0,2024-09-01,
1531,3628,2164,2024-09-18,243.41557919337444,6,0.15288315227054677,0.0067575204533827544,1.64,services,paid_off,,243.42,-0.0,2024-09-01,
1532,3678,2167,2024-09-20,393.7060158495217,4,0.153491094092401,0.010010227856518367,3.94,fashion,paid_off,,393.71,-0.0,2024-09-01,
1533,3936,2168,2024-09-10,338.89958835792,6,0.12439383126621528,0.004499287452019259,1.52,services,paid_off,,338.9,-0.0,2024-09-01,
1534,3835,2169,2024-09-07,525.1329620723002,4,0.15372955303377167,0.009588111702107372,5.04,fashion,paid_off,,525.13,0.0,2024-09-01,
1535,2138,2170,2024-09-14,831.0500043044099,12,0.11189104910822323,0.007574354519308655,6.29,education,active,,797.4,33.65,2024-09-01,
1536,934,2171,2024-09-26,731.638339287455,6,0.1379190848777099,0.01519762287098587,11.12,travel,paid_off,,731.64,-0.0,2024-09-01,
1537,4460,2172,2024-09-08,639.1998622164801,6,0.12449222486324775,0.006301480436884863,4.03,education,active,,579.81,59.39,2024-09-01,
1538,2957,2173,2024-09-12,939.7514560483912,12,0.11548727731151048,0.0068705133486045575,6.46,electronics,paid_off,,939.75,0.0,2024-09-01,
1539,841,2174,2024-09-19,531.939735938849,4,0.11331502687969244,0.005178456172303434,2.75,fashion,paid_off,,531.94,-0.0,2024-09-01,
1540,3379,2175,2024-09-15,393.9573798911902,4,0.10552676771593918,0.007423553667276517,2.92,electronics,paid_off,,393.96,-0.0,2024-09-01,
1541,3793,2177,2024-09-12,1170.1411503603422,6,0.12529774208476266,0.003995684495249809,4.68,fashion,paid_off,,1170.14,0.0,2024-09-01,
1542,4185,2178,2024-09-21,650.0628392648242,4,0.10618344258265945,0.006068422875600135,3.94,home_goods,paid_off,,650.06,0.0,2024-09-01,
1543,633,2180,2024-09-09,822.0425053373232,4,0.11664806909438175,0.005558462300963134,4.57,travel,paid_off,,822.04,0.0,2024-09-01,
1544,3445,2181,2024-09-14,817.0165861186492,6,0.10851103696218023,0.0024967102945705004,2.04,health,defaulted,2025-05-15,596.46,220.56,2024-09-01,2025-05-01
1545,1896,2182,2024-09-08,547.1482011582349,4,0.11847291144248881,0.007687067266185241,4.21,home_goods,paid_off,,547.15,-0.0,2024-09-01,
1546,659,2186,2024-09-25,881.6979776840768,12,0.11920606152320137,0.0051408520917181925,4.53,electronics,paid_off,,881.7,-0.0,2024-09-01,
1547,3090,2187,2024-09-12,305.5948969285808,4,0.19855854415629923,0.01662487892579459,5.08,fashion,paid_off,,305.59,0.0,2024-09-01,
1548,586,2188,2024-09-28,695.1002769822427,4,0.10876509663854844,0.005627392588211271,3.91,education,paid_off,,695.1,0.0,2024-09-01,
1549,472,2189,2024-09-07,339.73888232245025,4,0.15927670842503255,0.007873426626072782,2.67,fashion,paid_off,,339.74,-0.0,2024-09-01,
1550,3253,2191,2024-09-27,443.65318600464406,12,0.10287899768723381,0.0048326712928972275,2.14,services,paid_off,,443.65,0.0,2024-09-01,
1551,4777,2192,2024-09-15,521.2012605881235,4,0.1519332747535944,0.01101306650056287,5.74,home_goods,paid_off,,521.2,0.0,2024-09-01,
1552,2055,2193,2024-09-04,543.8923797823911,4,0.102285461346254,0.006610233603234466,3.6,auto,paid_off,,543.89,0.0,2024-09-01,
1553,4036,2194,2024-09-04,716.0975746200794,6,0.11362129987494625,0.003310057680721486,2.37,services,active,,653.34,62.76,2024-09-01,
1554,3888,2195,2024-09-02,882.1730738080505,6,0.1336117662732858,0.009671890176560142,8.53,travel,paid_off,,882.17,0.0,2024-09-01,
1555,3911,2198,2024-09-04,543.9839347071955,12,0.11996068581467141,0.005045207858830463,2.74,home_goods,paid_off,,543.98,0.0,2024-09-01,
1556,4890,2199,2024-09-15,454.8070757664233,4,0.13008690631992212,0.005981390890982594,2.72,travel,paid_off,,454.81,-0.0,2024-09-01,
1557,3666,2200,2024-09-16,167.38963351674275,4,0.24393315155850487,0.020945418968385216,3.51,fashion,active,,162.48,4.91,2024-09-01,
1558,4457,2201,2024-09-09,538.326637486674,6,0.15430771093204207,0.007953282122609102,4.28,electronics,paid_off,,538.33,-0.0,2024-09-01,
1559,4866,2204,2024-09-15,201.7162173104034,4,0.1423068303016597,0.010953477796334033,2.21,fashion,paid_off,,201.72,-0.0,2024-09-01,
1560,1417,2206,2024-09-17,1016.6627556622782,6,0.11688027865815355,0.0063295406047605245,6.44,electronics,paid_off,,1016.66,0.0,2024-09-01,
1561,4499,2210,2024-09-14,804.0450365210846,4,0.09,0.005909345925812346,4.75,home_goods,paid_off,,804.05,-0.0,2024-09-01,
1562,2262,2211,2024-09-26,383.56082125201715,6,0.1878987507527616,0.01728918716331493,6.63,fashion,paid_off,,383.56,0.0,2024-09-01,
1563,349,2212,2024-09-10,509.1358237821801,6,0.12255106120329064,0.006620479224604574,3.37,electronics,paid_off,,509.14,-0.0,2024-09-01,
1564,2671,2213,2024-09-04,1060.7185865132126,12,0.10249141744086962,0.004844865210607019,5.14,health,paid_off,,1060.72,-0.0,2024-09-01,
1565,3975,2215,2024-09-30,433.26655828816206,4,0.13182508623797773,0.009538683049287323,4.13,services,paid_off,,433.27,-0.0,2024-09-01,
1566,2322,2216,2024-09-17,810.5999943914939,6,0.10501988402519649,0.0037726741765350194,3.06,fashion,paid_off,,810.6,-0.0,2024-09-01,
1567,274,2217,2024-09-20,797.2050928838859,6,0.09988445945026339,0.0035979100363534387,2.87,services,paid_off,,797.21,-0.0,2024-09-01,
1568,2475,2218,2024-09-01,702.2834783589383,6,0.10551225568928725,0.004645325182609297,3.26,services,paid_off,,702.28,0.0,2024-09-01,
1569,869,2219,2024-09-19,1025.6475072217747,12,0.14079151298724812,0.009628674540033324,9.88,services,paid_off,,1025.65,-0.0,2024-09-01,
1570,2118,2220,2024-09-28,773.4756634757098,6,0.1653489426867586,0.005033317620197514,3.89,electronics,paid_off,,773.48,-0.0,2024-09-01,
1571,4016,2221,2024-09-23,941.1228362981634,4,0.15018937620260334,0.009493990872765182,8.94,education,paid_off,,941.12,0.0,2024-09-01,
1572,806,2222,2024-09-22,1350.7753367332687,4,0.12110090988033699,0.0037365158110310498,5.05,groceries,paid_off,,1350.78,-0.0,2024-09-01,
1573,785,2223,2024-09-05,218.70785612483544,6,0.25959784592705304,0.02111109895023085,4.62,electronics,paid_off,,218.71,-0.0,2024-09-01,
1574,3151,2224,2024-09-23,641.0848554077787,6,0.10451623079109415,0.00849022025507723,5.44,groceries,paid_off,,641.08,0.0,2024-09-01,
1575,25,2226,2024-09-15,432.215345884815,12,0.15052637138453132,0.011313897631550426,4.89,health,active,,412.9,19.32,2024-09-01,
1576,2175,2227,2024-09-24,476.6526102131051,6,0.09,0.004479448060303559,2.14,health,paid_off,,476.65,0.0,2024-09-01,
1577,2354,2229,2024-09-04,323.95970038877704,4,0.10664938316259058,0.003478981934834692,1.13,electronics,paid_off,,323.96,-0.0,2024-09-01,
1578,3429,2231,2024-09-22,649.9126193005307,6,0.11456624114779478,0.00363735971501768,2.36,home_goods,paid_off,,649.91,0.0,2024-09-01,
1579,3809,2233,2024-09-26,1049.687036079711,6,0.11425307007364917,0.005966797073823327,6.26,travel,paid_off,,1049.69,-0.0,2024-09-01,
1580,970,2234,2024-09-16,1063.48076232419,6,0.12288615744592359,0.005754951634714277,6.12,electronics,paid_off,,1063.48,0.0,2024-09-01,
1581,4728,2235,2024-09-08,458.0656030129195,4,0.11922483111372008,0.005175038816117366,2.37,electronics,paid_off,,458.07,-0.0,2024-09-01,
1582,8,2236,2024-09-12,1209.1420582112964,6,0.11361742839341454,0.006275503326805096,7.59,services,paid_off,,1209.14,0.0,2024-09-01,
1583,307,2238,2024-09-10,820.7426901148261,6,0.15843789324286794,0.012789758039748834,10.5,home_goods,paid_off,,820.74,0.0,2024-09-01,
1584,1733,2240,2024-09-11,205.22218702650588,6,0.25017178851001265,0.023622656380951415,4.85,fashion,paid_off,,205.22,0.0,2024-09-01,
1585,3300,2242,2024-09-19,293.88826689858826,12,0.11245461922438407,0.0008826340848945994,0.26,education,defaulted,2025-01-17,0.0,293.89,2024-09-01,2025-01-01
1586,463,2243,2024-09-19,460.09884863311834,4,0.209730948727935,0.019423868875999034,8.94,auto,paid_off,,460.1,-0.0,2024-09-01,
