payment_id,loan_id,payment_date,payment_amount,paid_principal,paid_fee_interest,payment_type
5193,926,2024-09-08,267.79,260.57,7.22,scheduled
5194,926,2024-10-02,267.8,262.96,4.84,scheduled
5195,926,2024-11-02,267.78,265.35,2.43,scheduled
5196,927,2024-06-27,71.11,62.93,8.18,scheduled
5197,927,2024-07-28,71.12,63.58,7.54,scheduled
5198,927,2024-08-29,71.12,64.23,6.89,scheduled
5199,927,2024-10-01,71.12,64.89,6.23,scheduled
5200,927,2024-10-30,71.11,65.55,5.56,scheduled
5201,927,2024-12-01,71.11,66.22,4.89,scheduled
5202,927,2025-01-01,71.12,66.9,4.22,scheduled
5203,927,2025-01-26,71.11,67.58,3.53,scheduled
5204,927,2025-03-01,71.12,68.28,2.84,scheduled
5205,927,2025-03-29,71.11,68.97,2.14,scheduled
5206,927,2025-04-27,71.11,69.68,1.43,scheduled
5207,927,2025-05-30,71.12,70.4,0.72,scheduled
5208,928,2024-06-07,66.45,62.67,3.78,scheduled
5209,928,2024-07-11,66.46,63.29,3.17,scheduled
5210,928,2024-08-13,66.46,63.91,2.55,scheduled
5211,928,2024-09-14,66.46,64.54,1.92,scheduled
5212,928,2024-10-09,66.46,65.17,1.29,scheduled
5213,928,2024-11-10,66.46,65.81,0.65,scheduled
5214,929,2024-06-21,157.66,149.88,7.78,scheduled
5215,929,2024-07-20,157.66,151.79,5.87,scheduled
5216,929,2024-08-30,89.96,86.02,3.94,partial
5217,929,2024-09-21,157.66,155.68,1.98,scheduled
5218,930,2024-06-07,74.55,66.03,8.52,scheduled
5219,930,2024-07-10,74.54,66.7,7.84,scheduled
5220,930,2024-08-07,74.55,67.38,7.17,scheduled
5221,930,2024-09-13,74.55,68.07,6.48,scheduled
5222,930,2024-10-08,74.55,68.76,5.79,scheduled
5223,930,2024-11-12,74.55,69.46,5.09,scheduled
5224,930,2024-12-12,74.55,70.16,4.39,scheduled
5225,930,2025-01-07,74.54,70.87,3.67,scheduled
5226,930,2025-02-11,74.54,71.59,2.95,scheduled
5227,930,2025-03-12,74.55,72.32,2.23,scheduled
5228,930,2025-04-07,74.55,73.06,1.49,scheduled
5229,930,2025-05-14,74.56,73.81,0.75,scheduled
5230,931,2024-06-07,30.86,26.97,3.89,scheduled
5231,931,2024-07-05,30.86,27.58,3.28,scheduled
5232,931,2024-08-05,30.86,28.21,2.65,scheduled
5233,931,2024-09-02,30.86,28.85,2.01,scheduled
5234,931,2024-10-25,30.85,29.5,1.35,scheduled
5235,931,2024-11-14,30.85,30.17,0.68,scheduled
5236,932,2024-06-28,162.04,152.43,9.61,scheduled
5237,932,2024-07-26,162.04,153.99,8.05,scheduled
5238,932,2024-08-30,162.04,155.57,6.47,scheduled
5239,932,2024-10-01,162.04,157.16,4.88,scheduled
5240,932,2024-10-30,162.05,158.78,3.27,scheduled
5241,932,2024-11-26,162.05,160.41,1.64,scheduled
5242,933,2024-06-14,117.51,111.89,5.62,scheduled
5243,933,2024-07-11,117.51,113.27,4.24,scheduled
5244,933,2024-08-16,117.52,114.67,2.85,scheduled
5245,933,2024-09-11,117.52,116.09,1.43,scheduled
5246,934,2024-06-07,85.98,75.92,10.06,scheduled
5247,934,2024-07-13,85.98,76.71,9.27,scheduled
5248,934,2024-08-14,85.98,77.51,8.47,scheduled
5249,934,2024-09-12,85.97,78.31,7.66,scheduled
5250,934,2024-10-07,85.98,79.13,6.85,scheduled
5251,934,2024-11-08,85.98,79.96,6.02,scheduled
5252,934,2024-12-12,85.98,80.79,5.19,scheduled
5253,934,2025-01-08,85.97,81.63,4.34,scheduled
5254,934,2025-02-13,85.97,82.48,3.49,scheduled
5255,934,2025-03-10,85.97,83.34,2.63,scheduled
5256,934,2025-04-10,85.97,84.21,1.76,scheduled
5257,934,2025-05-13,85.97,85.08,0.89,scheduled
5258,935,2024-06-23,95.1,89.11,5.99,scheduled
5259,935,2024-07-25,95.09,90.08,5.01,scheduled
5260,935,2024-08-22,95.09,91.06,4.03,scheduled
5261,935,2024-09-19,95.09,92.05,3.04,scheduled
5262,935,2024-10-22,95.09,93.05,2.04,scheduled
5263,935,2024-11-19,95.07,94.05,1.02,scheduled
5264,936,2024-07-14,130.91,126.22,4.69,scheduled
5265,936,2024-07-30,130.91,127.38,3.53,scheduled
5266,936,2024-09-04,130.91,128.54,2.37,scheduled
5267,936,2024-09-30,130.92,129.73,1.19,scheduled
5268,937,2024-06-08,42.88,38.16,4.72,scheduled
5269,937,2024-07-14,42.89,38.54,4.35,scheduled
5270,937,2024-08-05,42.88,38.91,3.97,scheduled
5271,937,2024-09-11,42.88,39.29,3.59,scheduled
5272,937,2024-10-12,42.89,39.68,3.21,scheduled
5273,937,2024-11-05,42.89,40.07,2.82,scheduled
5274,937,2024-12-05,42.89,40.46,2.43,scheduled
5275,937,2025-01-06,42.89,40.85,2.04,scheduled
5276,938,2024-07-12,171.38,161.25,10.13,scheduled
5277,938,2024-08-16,171.38,162.9,8.48,scheduled
5278,938,2024-08-28,171.38,164.56,6.82,scheduled
5279,938,2024-09-29,171.38,166.24,5.14,scheduled
5280,938,2024-10-24,171.37,167.93,3.44,scheduled
5281,938,2024-11-23,171.38,169.65,1.73,scheduled
5282,939,2024-06-16,152.52,147.01,5.51,scheduled
5283,939,2024-07-18,152.52,148.37,4.15,scheduled
5284,939,2024-08-19,152.52,149.74,2.78,scheduled
5285,939,2024-09-19,152.51,151.11,1.4,scheduled
5286,940,2024-05-31,170.51,163.81,6.7,scheduled
5287,940,2024-07-04,170.51,165.46,5.05,scheduled
5288,940,2024-08-06,170.51,167.13,3.38,scheduled
5289,940,2024-09-07,170.51,168.81,1.7,scheduled
5290,941,2024-06-24,42.29,36.21,6.08,scheduled
5291,941,2024-07-13,42.3,36.69,5.61,scheduled
5292,941,2024-08-10,42.29,37.16,5.13,scheduled
5293,941,2024-09-11,42.3,37.65,4.65,scheduled
5294,941,2024-10-16,42.3,38.14,4.16,scheduled
5295,941,2024-11-14,42.29,38.63,3.66,scheduled
5296,941,2024-12-12,42.3,39.14,3.16,scheduled
5297,941,2025-01-11,42.3,39.65,2.65,scheduled
5298,941,2025-02-16,42.29,40.16,2.13,scheduled
5299,941,2025-03-09,42.29,40.68,1.61,scheduled
5300,941,2025-04-12,42.29,41.21,1.08,scheduled
5301,941,2025-05-13,42.29,41.75,0.54,scheduled
5302,942,2024-06-27,119.44,113.22,6.22,scheduled
5303,942,2024-07-22,119.44,114.23,5.21,scheduled
5304,942,2024-09-16,119.45,115.26,4.19,scheduled
5305,942,2024-09-26,119.44,116.29,3.15,scheduled
5306,942,2024-10-20,119.44,117.33,2.11,scheduled
5307,942,2024-11-22,119.44,118.38,1.06,scheduled
5308,943,2024-06-21,34.31,30.44,3.87,scheduled
5309,943,2024-07-15,34.31,30.75,3.56,scheduled
5310,943,2024-08-14,34.31,31.06,3.25,scheduled
5311,943,2024-09-15,34.31,31.37,2.94,scheduled
5312,943,2024-10-16,34.31,31.68,2.63,scheduled
5313,943,2024-11-20,34.31,32.0,2.31,scheduled
5314,943,2024-12-16,34.31,32.32,1.99,scheduled
5315,943,2025-01-15,34.31,32.64,1.67,scheduled
5316,943,2025-02-18,34.31,32.97,1.34,scheduled
5317,943,2025-03-21,34.31,33.3,1.01,scheduled
5318,943,2025-04-15,34.31,33.63,0.68,scheduled
5319,943,2025-05-18,34.3,33.96,0.34,scheduled
5320,944,2024-06-26,47.79,42.83,4.96,scheduled
5321,944,2024-07-12,47.79,43.22,4.57,scheduled
5322,944,2024-08-11,47.79,43.62,4.17,scheduled
5323,944,2024-09-08,47.79,44.02,3.77,scheduled
5324,944,2024-10-13,47.79,44.42,3.37,scheduled
5325,944,2024-11-10,47.79,44.83,2.96,scheduled
5326,944,2024-12-09,47.79,45.24,2.55,scheduled
5327,944,2025-01-12,47.79,45.66,2.13,scheduled
5328,944,2025-02-14,47.78,46.07,1.71,scheduled
5329,944,2025-03-12,47.79,46.5,1.29,scheduled
5330,944,2025-04-09,47.79,46.92,0.87,scheduled
5331,944,2025-05-08,47.78,47.35,0.43,scheduled
5332,945,2024-06-02,68.04,64.56,3.48,scheduled
5333,945,2024-07-01,68.05,65.42,2.63,scheduled
5334,945,2024-08-22,68.04,66.28,1.76,scheduled
5335,945,2024-09-05,68.04,67.15,0.89,scheduled
5336,946,2024-06-17,92.32,87.28,5.04,scheduled
5337,946,2024-07-17,92.32,88.1,4.22,scheduled
5338,946,2024-08-22,92.32,88.93,3.39,scheduled
5339,946,2024-09-23,92.32,89.76,2.56,scheduled
5340,946,2024-10-22,92.32,90.61,1.71,scheduled
5341,946,2024-11-22,92.3,91.44,0.86,scheduled
5342,947,2024-06-23,259.85,251.02,8.83,scheduled
5343,947,2024-08-13,259.84,253.19,6.65,scheduled
5344,947,2024-08-21,259.84,255.39,4.45,scheduled
5345,947,2024-09-21,259.85,257.61,2.24,scheduled
5346,948,2024-06-27,61.65,58.12,3.53,scheduled
5347,948,2024-08-14,61.65,58.69,2.96,scheduled
5348,948,2024-08-27,61.65,59.27,2.38,scheduled
5349,948,2024-09-25,61.65,59.86,1.79,scheduled
5350,948,2024-10-25,61.65,60.45,1.2,scheduled
5351,948,2024-11-25,61.63,61.03,0.6,scheduled
5352,949,2024-06-29,149.63,142.3,7.33,scheduled
5353,949,2024-08-25,149.63,144.1,5.53,scheduled
5354,949,2024-09-01,149.63,145.92,3.71,scheduled
5355,949,2024-10-01,149.64,147.77,1.87,scheduled
5356,950,2024-06-20,192.22,185.39,6.83,scheduled
5357,950,2024-07-20,192.22,187.08,5.14,scheduled
5358,950,2024-08-17,192.23,188.78,3.45,scheduled
5359,950,2024-10-10,192.22,190.49,1.73,scheduled
5360,951,2024-06-19,86.57,83.67,2.9,scheduled
5361,951,2024-07-15,86.58,84.39,2.19,scheduled
5362,951,2024-08-20,86.57,85.11,1.46,scheduled
5363,951,2024-09-17,86.58,85.84,0.74,scheduled
5364,952,2024-06-12,54.03,50.41,3.62,scheduled
5365,952,2024-07-14,54.03,51.0,3.03,scheduled
5366,952,2024-08-08,54.03,51.59,2.44,scheduled
5367,952,2024-09-13,54.03,52.19,1.84,scheduled
5368,952,2024-10-09,54.03,52.8,1.23,scheduled
5369,952,2024-11-08,54.04,53.42,0.62,scheduled
5370,953,2024-06-26,80.43,76.11,4.32,scheduled
5371,953,2024-07-27,80.43,76.81,3.62,scheduled
5372,953,2024-08-25,80.43,77.52,2.91,scheduled
5373,953,2024-09-27,80.43,78.24,2.19,scheduled
5374,953,2024-10-21,80.43,78.96,1.47,scheduled
5375,953,2024-11-24,80.45,79.71,0.74,scheduled
5376,954,2024-07-01,68.41,64.93,3.48,scheduled
5377,954,2024-07-28,68.4,65.49,2.91,scheduled
5378,954,2024-08-29,68.41,66.07,2.34,scheduled
5379,954,2024-11-03,68.4,66.64,1.76,scheduled
5380,954,2024-10-31,68.41,67.23,1.18,scheduled
5381,954,2024-11-25,68.4,67.81,0.59,scheduled
5382,955,2024-06-30,212.59,202.02,10.57,scheduled
5383,955,2024-08-04,212.58,204.61,7.97,scheduled
5384,955,2024-08-30,212.58,207.23,5.35,scheduled
5385,955,2024-09-29,212.58,209.89,2.69,scheduled
5386,956,2024-06-16,130.19,120.17,10.02,scheduled
5387,956,2024-07-17,130.18,121.78,8.4,scheduled
5388,956,2024-08-21,130.19,123.42,6.77,scheduled
5389,956,2024-09-15,130.19,125.08,5.11,scheduled
5390,956,2024-10-21,130.19,126.76,3.43,scheduled
5391,956,2024-11-19,130.19,128.46,1.73,scheduled
5392,957,2024-08-09,75.08,70.87,4.21,scheduled
5393,957,2024-07-07,75.08,71.55,3.53,scheduled
5394,957,2024-08-10,75.07,72.24,2.83,scheduled
5395,957,2024-09-10,75.08,72.94,2.14,scheduled
5396,957,2024-10-04,75.08,73.65,1.43,scheduled
5397,957,2024-11-07,75.07,74.35,0.72,scheduled
5398,958,2024-06-23,99.09,93.85,5.24,scheduled
5399,958,2024-07-18,99.08,95.13,3.95,scheduled
5400,958,2024-08-17,99.08,96.43,2.65,scheduled
5401,958,2024-09-20,99.08,97.74,1.34,scheduled
5402,959,2024-06-12,153.43,147.61,5.82,scheduled
5403,959,2024-07-16,153.44,149.05,4.39,scheduled
5404,959,2024-08-16,153.44,150.5,2.94,scheduled
5405,959,2024-09-12,153.44,151.96,1.48,scheduled
5406,960,2024-06-13,171.76,165.01,6.75,scheduled
5407,960,2024-07-15,171.77,166.68,5.09,scheduled
5408,960,2024-08-17,171.76,168.35,3.41,scheduled
5409,960,2024-09-17,171.76,170.05,1.71,scheduled
5410,961,2024-06-11,165.72,155.96,9.76,scheduled
5411,961,2024-07-07,165.72,157.55,8.17,scheduled
5412,961,2024-08-12,165.72,159.15,6.57,scheduled
5413,961,2024-09-12,165.72,160.77,4.95,scheduled
5414,961,2024-10-10,165.72,162.4,3.32,scheduled
5415,961,2024-11-08,165.72,164.05,1.67,scheduled
5416,962,2024-07-04,37.4,32.91,4.49,partial
5417,962,2024-07-14,60.32,56.56,3.76,scheduled
5418,962,2024-08-18,60.32,57.29,3.03,scheduled
5419,962,2024-09-17,60.33,58.04,2.29,scheduled
5420,962,2024-10-17,60.32,58.79,1.53,scheduled
5421,962,2024-11-15,60.32,59.55,0.77,scheduled
5422,963,2024-06-23,75.36,70.75,4.61,scheduled
5423,963,2024-07-19,75.37,71.5,3.87,scheduled
5424,963,2024-09-09,75.37,72.26,3.11,scheduled
5425,963,2024-09-16,75.36,73.02,2.34,scheduled
5426,963,2024-10-17,75.37,73.8,1.57,scheduled
5427,963,2025-01-05,75.37,74.58,0.79,scheduled
5428,964,2024-06-29,161.36,154.91,6.45,scheduled
5429,964,2024-07-27,161.36,156.5,4.86,scheduled
5430,964,2024-08-26,161.37,158.11,3.26,scheduled
5431,964,2024-10-07,161.37,159.73,1.64,scheduled
5432,965,2024-08-23,25.32,22.79,2.53,scheduled
5433,965,2024-07-01,25.32,22.99,2.33,scheduled
5434,965,2024-08-03,25.31,23.19,2.12,scheduled
5435,965,2024-09-01,25.32,23.4,1.92,scheduled
5436,965,2024-10-01,25.31,23.6,1.71,scheduled
5437,965,2024-11-05,25.32,23.81,1.51,scheduled
5438,965,2024-12-01,25.32,24.02,1.3,scheduled
5439,965,2025-01-02,25.31,24.23,1.08,scheduled
5440,965,2025-02-03,25.31,24.44,0.87,scheduled
5441,965,2025-02-28,25.32,24.66,0.66,scheduled
5442,965,2025-03-30,25.31,24.87,0.44,scheduled
5443,965,2025-05-04,25.31,25.09,0.22,scheduled
5444,966,2024-07-03,83.44,73.53,9.91,scheduled
5445,966,2024-07-30,83.44,74.31,9.13,scheduled
5446,966,2024-08-29,83.45,75.1,8.35,scheduled
5447,966,2024-10-02,83.45,75.9,7.55,scheduled
5448,966,2024-10-31,83.45,76.7,6.75,scheduled
5449,966,2024-11-28,83.44,77.51,5.93,scheduled
5450,966,2024-12-28,83.44,78.33,5.11,scheduled
5451,966,2025-01-31,83.44,79.16,4.28,scheduled
5452,966,2025-02-28,83.44,80.0,3.44,scheduled
5453,966,2025-03-29,83.45,80.85,2.6,scheduled
5454,966,2025-05-01,83.45,81.71,1.74,scheduled
5455,966,2025-05-29,83.45,82.58,0.87,scheduled
5456,967,2024-06-20,69.76,61.37,8.39,scheduled
5457,967,2024-07-14,69.76,62.03,7.73,scheduled
5458,967,2024-08-18,69.76,62.69,7.07,scheduled
5459,967,2024-09-15,69.76,63.37,6.39,scheduled
5460,967,2024-10-17,69.76,64.05,5.71,scheduled
5461,967,2024-11-20,69.76,64.73,5.03,scheduled
5462,967,2024-12-14,69.76,65.43,4.33,scheduled
5463,967,2025-01-18,69.76,66.13,3.63,scheduled
5464,967,2025-02-18,69.76,66.84,2.92,scheduled
5465,967,2025-03-14,69.76,67.56,2.2,scheduled
5466,967,2025-04-16,69.76,68.29,1.47,scheduled
5467,967,2025-05-16,69.76,69.02,0.74,scheduled
5468,968,2024-06-05,101.95,96.43,5.52,scheduled
5469,968,2024-07-03,101.94,97.32,4.62,scheduled
5470,968,2024-08-07,101.94,98.23,3.71,scheduled
5471,968,2024-09-07,101.95,99.15,2.8,scheduled
5472,968,2024-10-09,101.94,100.07,1.87,scheduled
5473,968,2024-11-06,101.95,101.01,0.94,scheduled
5474,969,2024-06-19,71.06,63.37,7.69,scheduled
5475,969,2024-07-16,71.06,63.98,7.08,scheduled
5476,969,2024-08-19,71.06,64.59,6.47,scheduled
5477,969,2024-09-16,71.06,65.21,5.85,scheduled
5478,969,2024-10-17,71.06,65.84,5.22,scheduled
5479,969,2024-11-17,71.06,66.47,4.59,scheduled
5480,969,2024-12-15,71.05,67.1,3.95,scheduled
5481,969,2025-01-17,71.06,67.75,3.31,scheduled
5482,969,2025-02-20,71.06,68.4,2.66,scheduled
5483,969,2025-03-17,71.06,69.05,2.01,scheduled
5484,969,2025-04-16,71.06,69.72,1.34,scheduled
5485,969,2025-05-19,71.05,70.38,0.67,scheduled
5486,970,2024-06-12,84.6,79.63,4.97,scheduled
5487,970,2024-07-11,84.6,80.44,4.16,scheduled
5488,970,2024-10-03,84.61,81.26,3.35,scheduled
5489,970,2024-09-14,84.6,82.08,2.52,scheduled
5490,970,2024-10-11,84.6,82.91,1.69,scheduled
5491,970,2024-11-11,84.61,83.76,0.85,scheduled
5492,971,2024-06-02,36.85,32.71,4.14,scheduled
5493,971,2024-07-05,36.85,33.03,3.82,scheduled
5494,971,2024-08-06,36.85,33.36,3.49,scheduled
5495,971,2024-08-31,36.85,33.7,3.15,scheduled
5496,971,2024-10-02,36.85,34.03,2.82,scheduled
5497,971,2024-12-02,34.92,32.44,2.48,partial
5498,971,2024-11-30,36.85,34.72,2.13,scheduled
5499,971,2025-01-01,36.85,35.06,1.79,scheduled
5500,971,2025-04-21,36.85,35.41,1.44,scheduled
5501,971,2025-03-05,36.85,35.77,1.08,scheduled
5502,971,2025-04-01,36.86,36.13,0.73,scheduled
5503,971,2025-05-06,36.86,36.5,0.36,scheduled
5504,972,2024-07-26,56.61,51.75,4.86,partial
5505,972,2024-07-17,100.34,96.67,3.67,scheduled
5506,972,2024-08-12,100.34,97.88,2.46,scheduled
5507,972,2024-09-18,100.35,99.11,1.24,scheduled
5508,973,2024-07-03,67.76,63.75,4.01,scheduled
5509,973,2024-07-29,67.76,64.4,3.36,scheduled
5510,973,2024-08-29,67.76,65.06,2.7,scheduled
5511,973,2024-10-01,67.77,65.73,2.04,scheduled
5512,973,2024-10-31,67.76,66.4,1.36,scheduled
5513,973,2024-12-02,67.77,67.08,0.69,scheduled
5514,974,2024-06-09,124.95,117.45,7.5,scheduled
5515,974,2024-07-13,124.95,118.67,6.28,scheduled
5516,974,2024-08-07,124.95,119.9,5.05,scheduled
5517,974,2024-09-12,124.95,121.14,3.81,scheduled
5518,974,2024-10-11,124.95,122.4,2.55,scheduled
5519,974,2024-11-18,124.96,123.68,1.28,scheduled
5520,975,2024-06-11,98.2,92.01,6.19,scheduled
5521,975,2024-07-12,98.19,93.01,5.18,scheduled
5522,975,2024-08-08,98.19,94.02,4.17,scheduled
5523,975,2024-09-05,98.19,95.05,3.14,scheduled
5524,975,2024-10-10,98.2,96.09,2.11,scheduled
5525,975,2024-11-06,98.19,97.13,1.06,scheduled
5526,976,2024-06-09,31.44,28.12,3.32,scheduled
5527,976,2024-07-15,31.44,28.38,3.06,scheduled
5528,976,2024-08-09,31.45,28.65,2.8,scheduled
5529,976,2024-09-12,31.45,28.92,2.53,scheduled
5530,976,2024-10-12,31.45,29.19,2.26,scheduled
5531,976,2024-11-12,31.44,29.46,1.98,scheduled
5532,976,2024-12-12,31.45,29.74,1.71,scheduled
5533,976,2025-01-14,31.45,30.02,1.43,scheduled
5534,976,2025-02-13,31.45,30.3,1.15,scheduled
5535,976,2025-03-15,31.45,30.58,0.87,scheduled
5536,976,2025-04-12,31.45,30.87,0.58,scheduled
5537,976,2025-05-11,31.43,31.14,0.29,scheduled
5538,977,2024-06-14,192.98,185.66,7.32,scheduled
5539,977,2024-07-14,192.97,187.46,5.51,scheduled
5540,977,2024-08-15,192.97,189.28,3.69,scheduled
5541,977,2024-09-14,192.97,191.11,1.86,scheduled
5542,978,2024-06-25,179.55,172.45,7.1,scheduled
5543,978,2024-07-20,179.56,174.2,5.36,scheduled
5544,978,2024-08-21,179.55,175.96,3.59,scheduled
5545,978,2024-09-25,179.55,177.75,1.8,scheduled
5546,979,2024-06-29,72.32,66.71,5.61,scheduled
5547,979,2024-06-30,72.32,67.61,4.71,scheduled
5548,979,2024-07-31,72.32,68.53,3.79,scheduled
5549,979,2024-09-02,72.32,69.46,2.86,scheduled
5550,979,2024-09-30,72.32,70.4,1.92,scheduled
5551,979,2024-10-31,72.33,71.36,0.97,scheduled
5552,980,2024-06-01,242.24,234.29,7.95,scheduled
5553,980,2024-08-19,242.23,236.25,5.98,scheduled
5554,980,2024-08-05,242.24,238.23,4.01,scheduled
5555,980,2024-09-06,242.22,240.21,2.01,scheduled
5556,981,2024-06-20,89.82,81.89,7.93,scheduled
5557,981,2024-07-23,89.82,83.16,6.66,scheduled
5558,981,2024-08-18,89.81,84.45,5.36,scheduled
5559,981,2024-09-20,89.81,85.76,4.05,scheduled
5560,981,2024-10-20,89.81,87.09,2.72,scheduled
5561,981,2024-11-18,89.81,88.44,1.37,scheduled
5562,982,2024-07-16,143.62,134.97,8.65,scheduled
5563,982,2024-08-01,143.62,136.38,7.24,scheduled
5564,982,2024-08-29,143.62,137.8,5.82,scheduled
5565,982,2024-10-03,143.62,139.23,4.39,scheduled
5566,982,2024-10-30,143.62,140.68,2.94,scheduled
5567,982,2024-12-01,143.62,142.14,1.48,scheduled
5568,983,2024-09-24,115.46,109.65,5.81,scheduled
5569,983,2024-07-26,115.45,111.07,4.38,scheduled
5570,983,2024-08-27,115.45,112.51,2.94,scheduled
5571,983,2024-09-27,115.46,113.98,1.48,scheduled
5572,984,2024-06-28,169.82,163.24,6.58,scheduled
5573,984,2024-07-28,169.82,164.86,4.96,scheduled
5574,984,2024-08-24,169.82,166.5,3.32,scheduled
5575,984,2024-09-29,169.81,168.14,1.67,scheduled
5576,985,2024-06-10,82.45,77.8,4.65,scheduled
5577,985,2024-07-20,48.32,44.81,3.51,partial
5578,985,2024-08-25,24.84,22.48,2.36,partial
5579,985,2024-09-07,82.45,81.26,1.19,scheduled
5580,986,2024-06-15,153.02,147.32,5.7,scheduled
5581,986,2024-07-11,153.02,148.72,4.3,scheduled
5582,986,2024-08-16,153.02,150.14,2.88,scheduled
5583,986,2024-09-12,153.02,151.57,1.45,scheduled
5584,987,2024-06-21,331.28,319.37,11.91,scheduled
5585,987,2024-07-19,331.28,322.31,8.97,scheduled
5586,987,2024-08-18,331.28,325.27,6.01,scheduled
5587,987,2024-09-21,331.29,328.27,3.02,scheduled
5588,988,2024-06-22,173.41,167.09,6.32,scheduled
5589,988,2024-07-21,173.41,168.65,4.76,scheduled
5590,988,2024-08-23,173.41,170.22,3.19,scheduled
5591,988,2024-09-23,173.42,171.82,1.6,scheduled
5592,989,2024-08-16,119.23,112.44,6.79,scheduled
5593,989,2024-07-18,119.23,113.54,5.69,scheduled
5594,989,2024-08-15,119.23,114.66,4.57,scheduled
5595,989,2024-09-13,119.24,115.79,3.45,scheduled
5596,989,2024-10-17,119.23,116.92,2.31,scheduled
5597,989,2024-11-17,119.24,118.08,1.16,scheduled
5598,990,2024-07-01,52.16,46.44,5.72,scheduled
5599,990,2024-07-26,52.16,46.89,5.27,scheduled
5600,990,2024-08-25,52.16,47.35,4.81,scheduled
5601,990,2024-10-01,52.16,47.81,4.35,scheduled
5602,990,2024-10-25,52.16,48.27,3.89,scheduled
5603,990,2024-11-27,52.16,48.74,3.42,scheduled
5604,990,2024-12-26,52.16,49.22,2.94,scheduled
5605,990,2025-01-31,52.16,49.7,2.46,scheduled
5606,990,2025-03-05,52.16,50.18,1.98,scheduled
5607,990,2025-03-29,52.16,50.67,1.49,scheduled
5608,990,2025-07-19,52.16,51.16,1.0,scheduled
5609,990,2025-05-27,52.16,51.66,0.5,scheduled
5610,991,2024-06-06,129.04,124.23,4.81,scheduled
5611,991,2024-07-05,129.04,125.41,3.63,scheduled
5612,991,2024-08-08,129.04,126.61,2.43,scheduled
5613,991,2024-09-07,129.04,127.82,1.22,scheduled
5614,992,2024-08-07,61.06,54.08,6.98,scheduled
5615,992,2024-07-22,61.06,54.63,6.43,scheduled
5616,992,2024-08-16,61.07,55.19,5.88,scheduled
5617,992,2024-09-20,61.07,55.75,5.32,scheduled
5618,992,2024-10-21,61.07,56.32,4.75,scheduled
5619,992,2024-11-17,61.07,56.89,4.18,scheduled
5620,992,2024-12-15,61.07,57.47,3.6,scheduled
5621,992,2025-01-22,61.06,58.05,3.01,scheduled
5622,992,2025-02-18,61.06,58.64,2.42,scheduled
5623,993,2024-06-10,222.99,213.49,9.5,scheduled
5624,993,2024-07-07,222.99,215.82,7.17,scheduled
5625,993,2024-08-05,222.99,218.19,4.8,scheduled
5626,993,2024-09-05,222.99,220.57,2.42,scheduled
5627,994,2024-06-22,199.48,190.6,8.88,scheduled
5628,994,2024-07-15,199.47,192.78,6.69,scheduled
5629,994,2024-08-20,199.48,194.99,4.49,scheduled
5630,994,2024-09-18,199.49,197.23,2.26,scheduled
5631,995,2024-07-05,111.62,101.13,10.49,scheduled
5632,995,2024-08-25,111.62,102.81,8.81,scheduled
5633,995,2024-09-23,111.62,104.51,7.11,scheduled
5634,995,2024-10-20,111.62,106.25,5.37,scheduled
5635,995,2024-12-01,86.18,82.57,3.61,partial
5636,995,2024-12-04,111.62,109.8,1.82,scheduled
5637,996,2024-07-16,127.83,121.03,6.8,scheduled
5638,996,2024-08-20,127.82,122.13,5.69,scheduled
5639,996,2024-09-22,127.82,123.25,4.57,scheduled
5640,996,2024-10-23,127.83,124.38,3.45,scheduled
5641,996,2024-11-23,127.83,125.52,2.31,scheduled
5642,996,2024-12-21,127.83,126.67,1.16,scheduled
5643,997,2024-07-17,56.98,51.21,5.77,scheduled
5644,997,2024-08-31,56.97,51.66,5.31,scheduled
5645,997,2024-09-17,56.98,52.13,4.85,scheduled
5646,998,2024-07-27,133.88,125.52,8.36,scheduled
5647,998,2024-08-25,133.89,126.88,7.01,scheduled
5648,998,2024-09-20,133.88,128.25,5.63,scheduled
5649,998,2024-10-26,133.89,129.64,4.25,scheduled
5650,998,2024-11-20,133.89,131.04,2.85,scheduled
5651,998,2024-12-26,133.88,132.45,1.43,scheduled
5652,999,2024-07-14,187.85,178.31,9.54,scheduled
5653,999,2024-09-04,187.85,180.65,7.2,scheduled
5654,999,2024-09-12,187.85,183.02,4.83,scheduled
5655,999,2024-10-15,187.86,185.43,2.43,scheduled
5656,1000,2024-07-10,164.79,156.29,8.5,scheduled
5657,1000,2024-08-04,164.79,158.38,6.41,scheduled
5658,1000,2024-09-03,164.79,160.49,4.3,scheduled
5659,1000,2024-10-06,164.79,162.62,2.17,scheduled
5660,1001,2024-07-19,170.43,163.36,7.07,scheduled
5661,1001,2024-08-16,170.43,165.1,5.33,scheduled
5662,1001,2024-09-22,170.42,166.85,3.57,scheduled
5663,1002,2024-08-08,112.18,108.48,3.7,scheduled
5664,1002,2024-08-20,112.18,109.39,2.79,scheduled
5665,1002,2024-09-19,112.18,110.31,1.87,scheduled
5666,1002,2024-10-24,112.18,111.24,0.94,scheduled
5667,1003,2024-07-08,90.94,84.03,6.91,scheduled
5668,1003,2024-08-08,90.95,85.15,5.8,scheduled
5669,1003,2024-09-06,90.95,86.28,4.67,scheduled
5670,1003,2024-10-08,90.94,87.42,3.52,scheduled
5671,1003,2024-11-04,90.94,88.58,2.36,scheduled
5672,1003,2024-12-06,90.94,89.75,1.19,scheduled
5673,1004,2024-07-28,106.4,102.57,3.83,scheduled
