customer_id,total_payment_180d,total_loss_180d,net_ltv_180d
10780,783.22,0,783.22
5138,782.96,0,782.96
9887,781.78,0,781.78
4638,781.68,0,781.68
9542,781.65,0,781.65
1477,781.36,0,781.36
2902,781.28,0,781.28
9081,780.91,0,780.91
3220,780.83,0,780.83
6786,780.79,0,780.79
5176,780.00,0,780.00
2342,779.70,0,779.70
3405,779.45,0,779.45
1059,779.13,0,779.13
4932,778.85,0,778.85
7566,778.76,0,778.76
3701,778.62,0,778.62
1430,778.45,0,778.45
439,778.45,0,778.45
6004,778.17,0,778.17
2836,777.79,0,777.79
458,777.44,0,777.44
6752,777.22,0,777.22
3150,777.06,0,777.06
2968,776.59,0,776.59
4135,776.35,0,776.35
8555,776.01,0,776.01
2004,775.87,0,775.87
2371,775.78,0,775.78
5681,774.59,0,774.59
11971,774.35,0,774.35
6153,774.01,0,774.01
6980,773.35,0,773.35
8639,773.34,0,773.34
11798,773.19,0,773.19
5335,772.27,0,772.27
11093,772.13,0,772.13
2818,771.89,0,771.89
8334,771.63,0,771.63
4105,771.05,0,771.05
7153,770.94,0,770.94
1615,770.85,0,770.85
7715,770.82,0,770.82
274,770.79,0,770.79
6300,770.51,0,770.51
5939,770.34,0,770.34
5468,769.63,0,769.63
6087,769.45,0,769.45
8929,768.94,0,768.94
3570,768.89,0,768.89
10488,768.55,0,768.55
565,768.34,0,768.34
9374,768.27,0,768.27
46,768.01,0,768.01
663,767.82,0,767.82
5520,767.77,0,767.77
356,767.61,0,767.61
121,767.44,0,767.44
504,765.99,0,765.99
4001,765.97,0,765.97
12212,765.81,0,765.81
1580,765.33,0,765.33
8811,764.67,0,764.67
3888,764.05,0,764.05
6220,763.26,0,763.26
7599,762.97,0,762.97
3910,762.75,0,762.75
7131,762.70,0,762.70
4623,762.38,0,762.38
7125,762.13,0,762.13
2144,760.86,0,760.86
4399,760.77,0,760.77
916,760.71,0,760.71
4870,760.54,0,760.54
341,760.00,0,760.00
2853,759.93,0,759.93
161,759.00,0,759.00
3000,758.88,0,758.88
7144,758.74,0,758.74
8834,758.57,0,758.57
7103,758.49,0,758.49
12353,757.55,0,757.55
2758,757.34,0,757.34
9171,757.14,0,757.14
2548,756.78,0,756.78
2114,756.60,0,756.60
7432,756.05,0,756.05
6963,756.00,0,756.00
8731,755.93,0,755.93
6615,755.81,0,755.81
9853,755.38,0,755.38
5619,755.38,0,755.38
8093,755.33,0,755.33
11886,755.22,0,755.22
4067,755.09,0,755.09
9963,754.93,0,754.93
8102,754.68,0,754.68
4746,754.54,0,754.54
2055,753.43,0,753.43
9625,753.42,0,753.42
652,753.17,0,753.17
10795,753.13,0,753.13
1637,753.11,0,753.11
4610,753.07,0,753.07
4757,752.95,0,752.95
4185,752.65,0,752.65
432,752.53,0,752.53
1732,752.50,0,752.50
10321,752.10,0,752.10
12271,752.05,0,752.05
1300,752.04,0,752.04
3294,751.94,0,751.94
6170,751.92,0,751.92
707,751.81,0,751.81
7998,751.66,0,751.66
1439,751.41,0,751.41
7202,751.17,0,751.17
5129,751.02,0,751.02
4537,750.76,0,750.76
3972,750.45,0,750.45
4787,750.06,0,750.06
335,749.96,0,749.96
8101,749.90,0,749.90
569,749.31,0,749.31
423,749.29,0,749.29
8140,747.66,0,747.66
7434,747.54,0,747.54
3078,747.41,0,747.41
8163,747.39,0,747.39
659,747.13,0,747.13
13228,746.50,0,746.50
4534,746.15,0,746.15
7772,745.99,0,745.99
7538,745.81,0,745.81
870,745.71,0,745.71
7887,745.54,0,745.54
908,744.18,0,744.18
2664,743.96,0,743.96
2856,743.95,0,743.95
11355,743.48,0,743.48
3296,743.21,0,743.21
4865,742.77,0,742.77
357,742.39,0,742.39
2467,742.04,0,742.04
1533,741.66,0,741.66
6395,741.54,0,741.54
1514,741.36,0,741.36
10865,740.90,0,740.90
7943,739.81,0,739.81
7443,739.71,0,739.71
1417,739.62,0,739.62
4759,739.61,0,739.61
5577,739.59,0,739.59
4158,739.55,0,739.55
5112,739.48,0,739.48
3324,739.39,0,739.39
8701,739.09,0,739.09
5952,739.05,0,739.05
6188,738.82,0,738.82
5657,738.77,0,738.77
84,738.70,0,738.70
465,738.50,0,738.50
5528,738.33,0,738.33
666,738.30,0,738.30
3786,738.29,0,738.29
5327,737.46,0,737.46
901,737.40,0,737.40
9820,736.95,0,736.95
12748,736.41,0,736.41
9232,735.87,0,735.87
4443,735.85,0,735.85
3864,734.00,0,734.00
8853,733.72,0,733.72
567,733.49,0,733.49
6718,733.26,0,733.26
1333,732.90,0,732.90
7582,732.79,0,732.79
3202,732.56,0,732.56
3633,732.50,0,732.50
2379,732.45,0,732.45
4881,732.30,0,732.30
2422,732.11,0,732.11
2616,731.97,0,731.97
293,731.68,0,731.68
2682,731.34,0,731.34
673,730.64,0,730.64
4045,730.61,0,730.61
7879,730.22,0,730.22
2385,729.80,0,729.80
9170,729.60,0,729.60
147,729.14,0,729.14
10357,729.13,0,729.13
6483,729.04,0,729.04
586,727.94,0,727.94
7384,727.35,0,727.35
2277,727.22,0,727.22
8920,726.96,0,726.96
1453,726.38,0,726.38
3704,726.38,0,726.38
1180,726.26,0,726.26
2430,726.17,0,726.17
7388,725.95,0,725.95
6426,725.84,0,725.84
1169,725.46,0,725.46
953,725.07,0,725.07
5756,724.23,0,724.23
4475,723.70,0,723.70
2244,723.68,0,723.68
5047,723.67,0,723.67
5686,723.64,0,723.64
4716,723.56,0,723.56
1879,723.38,0,723.38
10390,723.35,0,723.35
4212,723.05,0,723.05
7525,722.96,0,722.96
4687,721.55,0,721.55
380,720.69,0,720.69
2128,720.46,0,720.46
3359,720.33,0,720.33
9157,720.27,0,720.27
5500,720.10,0,720.10
7658,719.95,0,719.95
6075,719.78,0,719.78
2909,719.65,0,719.65
1129,719.56,0,719.56
3468,719.29,0,719.29
8510,719.12,0,719.12
11962,718.94,0,718.94
6069,718.84,0,718.84
2452,718.83,0,718.83
3239,718.79,0,718.79
273,718.48,0,718.48
3276,718.35,0,718.35
10098,718.34,0,718.34
1960,718.10,0,718.10
3838,718.07,0,718.07
5251,717.89,0,717.89
2173,717.76,0,717.76
11156,717.37,0,717.37
7155,717.33,0,717.33
9490,717.22,0,717.22
4575,717.11,0,717.11
6090,717.06,0,717.06
10646,716.97,0,716.97
10394,716.58,0,716.58
1062,716.27,0,716.27
5341,716.10,0,716.10
5942,716.06,0,716.06
12316,716.01,0,716.01
10649,715.41,0,715.41
1872,715.24,0,715.24
2027,715.13,0,715.13
8604,714.81,0,714.81
962,714.64,0,714.64
6222,714.23,0,714.23
1657,714.22,0,714.22
7778,714.15,0,714.15
7312,714.06,0,714.06
7628,713.99,0,713.99
2389,713.93,0,713.93
10556,713.75,0,713.75
8314,713.72,0,713.72
5041,713.31,0,713.31
9256,713.20,0,713.20
2653,712.95,0,712.95
1063,712.43,0,712.43
4207,712.41,0,712.41
9183,712.32,0,712.32
883,712.26,0,712.26
3879,712.23,0,712.23
6922,712.05,0,712.05
5571,711.89,0,711.89
7126,711.32,0,711.32
4174,711.14,0,711.14
9312,710.84,0,710.84
4567,710.82,0,710.82
1031,710.62,0,710.62
10024,710.56,0,710.56
4601,710.50,0,710.50
5211,709.82,0,709.82
701,709.81,0,709.81
2910,709.29,0,709.29
7614,709.01,0,709.01
2516,708.75,0,708.75
8239,708.55,0,708.55
9602,708.28,0,708.28
6797,708.08,0,708.08
1152,707.86,0,707.86
4107,707.60,0,707.60
5199,707.45,0,707.45
4366,707.42,0,707.42
2284,707.07,0,707.07
3825,706.36,0,706.36
4755,706.26,0,706.26
5591,706.15,0,706.15
911,705.75,0,705.75
1330,705.72,0,705.72
10754,705.36,0,705.36
3608,705.11,0,705.11
739,704.67,0,704.67
8849,704.62,0,704.62
381,704.35,0,704.35
3640,704.11,0,704.11
9296,703.79,0,703.79
1636,703.59,0,703.59
2998,703.58,0,703.58
2807,703.52,0,703.52
5736,703.29,0,703.29
4834,703.22,0,703.22
6884,703.05,0,703.05
7214,702.32,0,702.32
212,702.24,0,702.24
5293,701.25,0,701.25
4883,701.20,0,701.20
7281,701.18,0,701.18
3184,700.97,0,700.97
2456,700.89,0,700.89
7867,700.57,0,700.57
3313,700.25,0,700.25
2059,700.20,0,700.20
3012,699.99,0,699.99
1523,699.89,0,699.89
3951,699.87,0,699.87
12363,699.69,0,699.69
3965,699.13,0,699.13
5667,699.10,0,699.10
9233,698.89,0,698.89
4691,698.89,0,698.89
8153,698.73,0,698.73
278,698.58,0,698.58
65,698.57,0,698.57
1612,698.35,0,698.35
6291,698.23,0,698.23
2060,698.07,0,698.07
6232,697.93,0,697.93
4765,697.88,0,697.88
2324,697.32,0,697.32
9141,697.17,0,697.17
628,696.06,0,696.06
3120,696.00,0,696.00
910,695.97,0,695.97
784,695.88,0,695.88
10954,695.74,0,695.74
3922,695.40,0,695.40
6721,695.28,0,695.28
2991,695.22,0,695.22
2326,693.61,0,693.61
5712,693.22,0,693.22
699,693.21,0,693.21
9893,692.52,0,692.52
9453,692.10,0,692.10
4387,691.66,0,691.66
2777,691.38,0,691.38
541,691.29,0,691.29
8727,691.10,0,691.10
4159,690.41,0,690.41
77,690.12,0,690.12
3410,690.11,0,690.11
4647,690.11,0,690.11
904,689.84,0,689.84
768,689.78,0,689.78
11493,689.50,0,689.50
4859,689.42,0,689.42
6468,689.35,0,689.35
11419,689.22,0,689.22
5060,689.19,0,689.19
50,688.81,0,688.81
6812,688.22,0,688.22
7640,688.10,0,688.10
2949,687.98,0,687.98
2840,687.79,0,687.79
5633,687.60,0,687.60
7239,687.57,0,687.57
9143,687.46,0,687.46
10299,687.34,0,687.34
1703,687.26,0,687.26
4044,687.14,0,687.14
3033,687.11,0,687.11
634,687.05,0,687.05
740,686.97,0,686.97
5711,686.85,0,686.85
5290,686.81,0,686.81
9507,686.71,0,686.71
2964,686.12,0,686.12
286,685.88,0,685.88
6002,685.86,0,685.86
1736,685.49,0,685.49
7030,685.40,0,685.40
7709,685.25,0,685.25
2871,685.20,0,685.20
1261,683.89,0,683.89
4290,683.41,0,683.41
7383,683.25,0,683.25
969,683.25,0,683.25
5170,682.91,0,682.91
2900,682.89,0,682.89
4217,682.85,0,682.85
867,682.51,0,682.51
7576,682.46,0,682.46
11586,682.29,0,682.29
855,682.24,0,682.24
2784,682.21,0,682.21
1964,682.04,0,682.04
7351,682.01,0,682.01
3474,682.01,0,682.01
1462,681.00,0,681.00
10956,680.85,0,680.85
3315,680.85,0,680.85
1575,680.63,0,680.63
3001,680.60,0,680.60
7914,680.50,0,680.50
9342,680.14,0,680.14
8600,680.04,0,680.04
8083,679.92,0,679.92
2377,679.53,0,679.53
3079,679.38,0,679.38
774,679.24,0,679.24
795,679.24,0,679.24
6955,679.21,0,679.21
5795,679.20,0,679.20
7106,679.03,0,679.03
11595,678.95,0,678.95
3742,678.88,0,678.88
2479,678.22,0,678.22
6251,677.59,0,677.59
1797,677.46,0,677.46
5612,677.05,0,677.05
6705,676.85,0,676.85
1102,676.70,0,676.70
4617,676.40,0,676.40
9665,676.21,0,676.21
2877,675.75,0,675.75
771,675.59,0,675.59
2888,675.40,0,675.40
7104,675.22,0,675.22
2062,675.21,0,675.21
4177,674.91,0,674.91
1183,674.86,0,674.86
2275,674.75,0,674.75
717,674.63,0,674.63
3151,673.72,0,673.72
4072,673.63,0,673.63
11187,673.57,0,673.57
2177,673.34,0,673.34
1600,673.29,0,673.29
1254,673.00,0,673.00
877,673.00,0,673.00
12412,672.34,0,672.34
8118,672.07,0,672.07
2500,671.90,0,671.90
2250,671.53,0,671.53
3810,671.07,0,671.07
453,670.99,0,670.99
6014,670.57,0,670.57
3003,670.42,0,670.42
10683,670.18,0,670.18
3374,669.88,0,669.88
5020,669.75,0,669.75
5567,669.66,0.00,669.66
2290,669.56,0,669.56
2662,669.43,0,669.43
6316,669.41,0,669.41
1992,669.30,0,669.30
3153,669.14,0,669.14
1291,669.01,0,669.01
3496,668.88,0,668.88
1596,668.63,0,668.63
8640,668.60,0,668.60
2984,668.37,0,668.37
7577,668.24,0,668.24
8372,668.21,0,668.21
3551,667.70,0,667.70
1109,667.69,0,667.69
1640,667.69,0,667.69
309,667.51,0,667.51
4494,667.31,0,667.31
7695,666.95,0,666.95
889,666.88,0,666.88
848,666.85,0,666.85
4454,666.80,0,666.80
120,666.37,0,666.37
11408,665.92,0,665.92
1308,665.75,0,665.75
8577,665.26,0,665.26
7277,665.24,0,665.24
12122,665.20,0,665.20
4744,665.16,0,665.16
467,664.66,0,664.66
8916,664.58,0,664.58
9204,663.95,0,663.95
1928,663.50,0,663.50
8695,663.33,0,663.33
11107,663.32,0,663.32
6389,663.24,0,663.24
4833,661.88,0,661.88
9660,661.33,0,661.33
8523,661.26,0,661.26
3519,661.11,0,661.11
6398,660.85,0,660.85
4232,660.56,0,660.56
2050,660.44,0,660.44
1070,660.00,0,660.00
649,659.86,0,659.86
2933,659.73,0,659.73
3829,659.69,0,659.69
10354,659.68,0,659.68
11007,659.49,0,659.49
832,658.75,0,658.75
279,657.66,0,657.66
4972,657.53,0,657.53
8475,657.33,0,657.33
4940,657.09,0,657.09
6767,656.40,0,656.40
1830,656.18,0,656.18
360,655.99,0,655.99
4216,655.83,0,655.83
1144,655.73,0,655.73
1277,655.54,0,655.54
2762,655.41,0,655.41
2716,655.40,0,655.40
991,655.32,0,655.32
4705,655.25,0,655.25
5805,654.86,0,654.86
4036,654.83,0,654.83
2334,654.51,0,654.51
1276,654.37,0,654.37
7464,654.29,0,654.29
5596,654.19,0,654.19
5446,653.83,0,653.83
7177,653.70,0,653.70
6330,653.56,0,653.56
10908,653.49,0,653.49
2286,653.47,0,653.47
3428,653.08,0,653.08
4958,653.05,0,653.05
1721,653.02,0,653.02
4605,652.44,0,652.44
6456,652.38,0,652.38
247,652.29,0,652.29
1741,652.20,0,652.20
1262,651.92,0,651.92
2278,651.79,0,651.79
6260,651.57,0,651.57
5013,651.49,0,651.49
4464,651.44,0,651.44
2047,650.94,0,650.94
6133,650.92,0,650.92
5061,650.47,0,650.47
6267,650.28,0,650.28
9533,650.21,0,650.21
1925,650.16,0,650.16
135,650.15,0,650.15
1402,649.86,0,649.86
6323,649.78,0,649.78
1967,649.74,0,649.74
9743,649.63,0,649.63
721,649.58,0,649.58
8500,649.31,0,649.31
2591,649.18,0,649.18
5443,649.00,0,649.00
546,648.79,0,648.79
501,648.56,0,648.56
9214,648.39,0,648.39
6487,648.34,0,648.34
1445,648.25,0,648.25
4529,647.88,0,647.88
13067,647.79,0,647.79
10698,647.76,0,647.76
4560,647.22,0,647.22
5147,646.67,0,646.67
3246,646.29,0,646.29
2279,646.23,0,646.23
6466,646.06,0,646.06
4126,645.70,0,645.70
1975,645.66,0,645.66
8246,645.54,0,645.54
7283,644.82,0,644.82
794,644.68,0,644.68
5762,644.63,0,644.63
1449,644.58,0,644.58
11677,644.55,0,644.55
4933,644.37,0,644.37
12805,644.32,0,644.32
10220,644.27,0,644.27
3056,644.19,0,644.19
3387,643.94,0,643.94
1597,643.84,0,643.84
4840,643.41,0,643.41
5971,643.07,0,643.07
399,643.06,0,643.06
6149,642.87,0,642.87
7668,642.10,0,642.10
3843,642.02,0,642.02
5739,641.83,0,641.83
2647,641.37,0,641.37
6322,641.15,0,641.15
6562,641.01,0,641.01
481,640.66,0,640.66
5275,640.13,0,640.13
1630,639.41,0,639.41
3595,639.13,0,639.13
10260,639.09,0,639.09
5483,639.05,0,639.05
10300,638.83,0,638.83
461,638.78,0,638.78
6925,638.67,0,638.67
3480,638.56,0,638.56
4641,638.51,0,638.51
3097,638.28,0,638.28
1311,638.23,0,638.23
698,638.04,0,638.04
5463,637.82,0,637.82
1294,637.77,0,637.77
3768,637.50,0,637.50
5700,637.48,0,637.48
5794,637.42,0,637.42
2878,637.27,0,637.27
7954,637.18,0,637.18
7841,637.15,0,637.15
5108,637.01,0,637.01
1006,636.65,0,636.65
11572,636.64,0,636.64
7252,636.45,0,636.45
11556,636.41,0,636.41
1770,636.24,0,636.24
3333,636.19,0,636.19
3011,636.05,0,636.05
1126,636.04,0,636.04
3127,635.85,0,635.85
4228,635.46,0,635.46
6541,634.74,0,634.74
179,634.54,0,634.54
10215,634.53,0,634.53
189,634.49,0,634.49
6369,634.43,0,634.43
12881,634.40,0,634.40
7389,634.28,0,634.28
10631,634.25,0,634.25
8538,633.90,0,633.90
9619,633.78,0,633.78
5586,633.11,0,633.11
2449,632.80,0,632.80
1476,632.67,0,632.67
314,632.56,0,632.56
2756,632.46,0,632.46
6275,631.99,0,631.99
138,631.91,0,631.91
4222,631.76,0,631.76
9370,631.43,0,631.43
11601,631.19,0,631.19
667,631.00,0,631.00
9558,630.84,0,630.84
11588,630.55,0,630.55
4306,630.44,0,630.44
11351,630.42,0,630.42
1396,630.39,0,630.39
599,630.26,0,630.26
765,630.24,0,630.24
3383,630.17,0,630.17
4483,630.12,0,630.12
5305,630.07,0,630.07
8302,629.96,0,629.96
4369,629.90,0,629.90
9527,629.79,0,629.79
5067,629.36,0,629.36
6811,629.31,0,629.31
1372,628.93,0,628.93
7463,628.50,0,628.50
8277,628.35,0,628.35
5389,628.33,0,628.33
2307,628.14,0,628.14
3538,627.96,0,627.96
11873,627.95,0,627.95
4325,627.82,0,627.82
3403,627.81,0,627.81
1865,627.49,0,627.49
9281,627.48,0,627.48
4846,627.47,0,627.47
8826,627.06,0,627.06
4929,627.02,0,627.02
5445,626.98,0,626.98
4231,626.56,0,626.56
2636,626.38,0,626.38
2213,626.36,0,626.36
388,626.17,0,626.17
1534,625.76,0,625.76
11752,625.64,0,625.64
3833,625.41,0,625.41
1747,625.39,0,625.39
9942,625.20,0,625.20
5589,624.84,0,624.84
4144,624.81,0,624.81
2524,624.75,0,624.75
7401,624.58,0,624.58
7950,624.40,0,624.40
4465,624.09,0,624.09
3993,624.02,0,624.02
2782,623.94,0,623.94
729,623.50,0,623.50
8190,623.29,0,623.29
4033,622.84,0,622.84
4938,622.47,0,622.47
2314,622.30,0,622.30
5481,622.26,0,622.26
1675,621.87,0,621.87
2313,621.79,0,621.79
749,621.62,0,621.62
10909,621.31,0,621.31
3453,621.30,0,621.30
13035,621.04,0,621.04
6520,620.99,0,620.99
4733,620.68,0,620.68
11094,620.36,0,620.36
811,620.17,0,620.17
4790,620.06,0,620.06
2133,620.03,0,620.03
8530,620.00,0,620.00
3114,619.93,0,619.93
3890,619.86,0,619.86
4021,619.84,0,619.84
4320,619.50,0,619.50
196,619.45,0,619.45
2646,619.03,0,619.03
11695,618.93,0,618.93
6604,618.93,0,618.93
6080,618.71,0,618.71
5856,618.57,0,618.57
7072,618.07,0,618.07
254,617.65,0,617.65
10965,617.54,0,617.54
5590,617.51,0,617.51
8076,617.19,0,617.19
6814,617.08,0,617.08
232,617.07,0,617.07
8801,616.95,0,616.95
11362,616.53,0,616.53
9001,616.39,0,616.39
4198,616.32,0,616.32
5095,616.29,0,616.29
1700,615.81,0,615.81
1586,615.73,0,615.73
3217,615.66,0,615.66
4178,615.56,0,615.56
6665,615.23,0,615.23
12669,615.02,0,615.02
3717,615.01,0,615.01
1776,615.00,0,615.00
7862,614.81,0,614.81
6898,614.80,0,614.80
7057,614.68,0,614.68
11360,614.45,0,614.45
1573,614.39,0,614.39
8879,614.18,0,614.18
1932,613.88,0,613.88
4718,613.84,0,613.84
3460,613.75,0,613.75
5656,613.68,0,613.68
6185,613.61,0,613.61
5665,613.60,0,613.60
1010,613.55,0,613.55
3013,613.43,0,613.43
607,613.26,0,613.26
6015,612.74,0,612.74
7467,612.73,0,612.73
8678,612.60,0,612.60
164,612.32,0,612.32
9509,612.00,0,612.00
1936,611.93,0,611.93
8476,611.82,0,611.82
1938,611.67,0,611.67
291,611.63,0,611.63
1392,611.57,0,611.57
4535,611.08,0,611.08
5888,610.83,0,610.83
2690,610.77,0,610.77
2885,610.60,0,610.60
631,610.57,0,610.57
1532,610.41,0,610.41
12265,610.32,0,610.32
9109,610.17,0,610.17
3630,610.11,0,610.11
1759,610.07,0,610.07
1676,610.06,0,610.06
7206,609.86,0,609.86
1148,609.78,0,609.78
1263,609.60,0,609.60
635,609.34,0,609.34
6489,609.33,0,609.33
2225,609.20,0,609.20
1028,609.05,0,609.05
4591,608.89,0,608.89
2476,608.84,0,608.84
642,608.73,0,608.73
1819,608.70,0,608.70
3368,608.53,0,608.53
10392,608.53,0,608.53
4960,608.36,0,608.36
5760,608.33,0,608.33
6060,608.12,0,608.12
6856,608.00,0,608.00
5164,607.85,0,607.85
9433,607.80,0,607.80
484,607.73,0,607.73
1273,607.70,0,607.70
3909,607.67,0,607.67
1302,607.66,0,607.66
5841,607.26,0,607.26
1419,607.08,0,607.08
10511,606.91,0,606.91
7550,606.85,0,606.85
2409,606.70,0,606.70
2394,606.68,0,606.68
9649,606.58,0,606.58
987,606.38,0,606.38
219,606.29,0,606.29
166,606.07,0,606.07
1235,606.02,0,606.02
1891,605.97,0,605.97
9235,605.86,0,605.86
935,605.44,0,605.44
2065,605.12,0,605.12
9255,605.03,0,605.03
5535,604.93,0,604.93
1814,604.91,0,604.91
4864,604.58,0,604.58
8270,604.56,0,604.56
5179,604.26,0,604.26
2312,603.60,0,603.60
3106,603.46,0,603.46
2475,603.37,0,603.37
3962,603.28,0,603.28
5944,603.21,0,603.21
2420,602.51,0,602.51
3880,602.49,0,602.49
6230,602.43,0,602.43
11302,602.26,0,602.26
4801,602.01,0,602.01
1155,601.99,0,601.99
7955,601.16,0,601.16
9128,600.67,0,600.67
1689,600.25,0,600.25
7285,600.07,0,600.07
1463,599.97,0,599.97
2693,599.92,0,599.92
7437,599.83,0,599.83
8908,599.80,0,599.80
6934,599.68,0,599.68
10994,599.64,0,599.64
4512,599.50,0,599.50
1868,599.07,0,599.07
1506,598.96,0,598.96
4363,598.94,0,598.94
2267,598.53,0,598.53
4712,598.29,0,598.29
6269,598.00,0,598.00
5809,597.95,0,597.95
732,597.62,0,597.62
3775,597.43,0,597.43
6609,596.95,0,596.95
4730,596.61,0,596.61
8659,596.60,0,596.60
11491,595.89,0,595.89
6804,595.81,0,595.81
3596,595.69,0,595.69
2915,595.66,0,595.66
6577,595.63,0,595.63
3398,595.62,0,595.62
2315,595.57,0,595.57
2445,595.38,0,595.38
7068,595.26,0,595.26
1670,595.13,0,595.13
4522,594.91,0,594.91
1336,594.61,0,594.61
9277,594.24,0,594.24
9424,594.18,0,594.18
16,593.88,0,593.88
3322,593.87,0,593.87
13371,593.65,0,593.65
2669,593.36,0,593.36
11463,593.22,0,593.22
5718,593.14,0,593.14
3847,593.04,0,593.04
3569,592.67,0,592.67
5648,592.59,0,592.59
363,592.58,0,592.58
8435,592.57,0,592.57
5105,592.52,0,592.52
5771,592.43,0,592.43
7470,592.35,0,592.35
11269,592.11,0,592.11
2383,592.04,0,592.04
5654,591.88,0,591.88
5284,591.84,0,591.84
2101,591.70,0,591.70
940,591.35,0,591.35
2137,591.22,0,591.22
7763,590.81,0,590.81
5273,590.70,0,590.70
5860,590.67,0,590.67
8512,590.61,0,590.61
8765,590.51,0,590.51
6857,590.17,0,590.17
4982,590.10,0,590.10
6486,590.00,0,590.00
6592,589.79,0,589.79
5113,589.61,0,589.61
873,589.55,0,589.55
9520,589.53,0,589.53
8408,589.22,0,589.22
4620,589.20,0,589.20
8526,589.02,0,589.02
9000,588.21,0,588.21
2208,588.11,0,588.11
9662,587.98,0,587.98
1004,587.82,0,587.82
1877,587.81,0,587.81
6623,587.64,0,587.64
7840,587.52,0,587.52
686,587.36,0,587.36
8980,587.35,0,587.35
3741,586.93,0,586.93
1245,586.67,0,586.67
984,586.34,0,586.34
3727,585.90,0,585.90
402,585.67,0,585.67
1293,585.55,0,585.55
4469,585.52,0,585.52
8129,585.27,0,585.27
4450,585.26,0,585.26
1080,585.19,0,585.19
12546,585.09,0,585.09
5021,585.06,0,585.06
1316,584.83,0,584.83
7274,584.37,0,584.37
4282,584.14,0,584.14
1859,584.12,0,584.12
489,584.00,0,584.00
8904,583.77,0,583.77
8657,583.70,0,583.70
596,583.31,0,583.31
5679,583.16,0,583.16
4653,583.10,0,583.10
7314,583.02,0,583.02
9933,583.01,0,583.01
8635,582.82,0,582.82
2549,582.52,0,582.52
2138,581.75,0,581.75
6463,581.20,0,581.20
5773,580.97,0,580.97
10413,580.90,0,580.90
7066,580.80,0,580.80
7230,580.79,0,580.79
5019,580.71,0,580.71
1898,580.28,0,580.28
10102,580.25,0,580.25
1546,580.03,0,580.03
3439,579.93,0,579.93
8440,579.85,0,579.85
297,579.62,0,579.62
11644,579.10,0,579.10
1900,579.02,0,579.02
1418,578.65,0,578.65
2492,578.60,0,578.60
6338,578.59,0,578.59
2156,578.16,0,578.16
5150,578.12,0,578.12
2704,577.48,0,577.48
1424,577.27,0,577.27
218,577.24,0,577.24
2833,577.07,0,577.07
3067,577.02,0,577.02
3863,576.92,0,576.92
10017,576.52,0,576.52
5145,576.33,0,576.33
3762,575.91,0,575.91
5381,575.89,0,575.89
2457,575.29,0,575.29
612,575.24,0,575.24
6580,575.09,0,575.09
3207,575.08,0,575.08
6501,574.48,0,574.48
2230,574.37,0,574.37
6452,574.19,0,574.19
658,573.91,0,573.91
1807,573.83,0,573.83
6429,573.76,0,573.76
843,573.64,0,573.64
8442,573.26,0,573.26
6488,573.24,0,573.24
5872,573.23,0,573.23
114,572.57,0,572.57
6747,572.56,0,572.56
4504,572.41,0,572.41
1386,572.40,0,572.40
4788,572.39,0,572.39
3856,572.38,0,572.38
6639,572.33,0,572.33
3176,572.06,0,572.06
6793,571.89,0,571.89
4574,571.57,0,571.57
243,571.49,0,571.49
9477,571.38,0,571.38
178,571.13,0,571.13
2147,570.91,0,570.91
370,570.85,0,570.85
2537,570.53,0,570.53
367,570.30,0,570.30
6974,570.29,0,570.29
4376,570.01,0,570.01
1057,569.98,0,569.98
1684,569.90,0,569.90
1766,569.90,0,569.90
1520,569.71,0,569.71
6558,569.64,0,569.64
13220,569.00,0,569.00
4890,568.95,0,568.95
9895,568.84,0,568.84
727,568.78,0,568.78
945,568.33,0,568.33
5089,568.24,0,568.24
4243,568.21,0,568.21
2906,567.87,0,567.87
6832,567.53,0,567.53
7586,567.41,0,567.41
5014,567.37,0,567.37
9571,567.31,0,567.31
5474,567.30,0,567.30
7361,567.14,0,567.14
6834,567.03,0,567.03
11771,566.84,0,566.84
6257,566.66,0,566.66
223,566.51,0,566.51
91,566.42,0,566.42
239,566.35,0,566.35
1547,566.35,0,566.35
4893,566.28,0,566.28
8478,566.19,0,566.19
47,566.18,0,566.18
7868,565.92,0,565.92
8522,565.85,0,565.85
58,565.76,0,565.76
3807,565.53,0,565.53
10064,565.52,0,565.52
2687,565.26,0,565.26
8626,565.12,0,565.12
1149,565.07,0,565.07
8789,565.03,0,565.03
1348,564.87,0,564.87
1279,564.74,0,564.74
6693,564.50,0,564.50
964,564.46,0,564.46
7817,564.44,0,564.44
1301,564.32,0,564.32
2650,564.09,0,564.09
4845,564.06,0,564.06
6485,563.99,0,563.99
1863,563.87,0,563.87
4457,563.72,0,563.72
8761,563.35,0,563.35
4226,563.29,0,563.29
5525,563.21,0,563.21
9505,563.14,0,563.14
2220,562.94,0,562.94
221,562.76,0,562.76
9031,562.46,0,562.46
12217,562.34,0,562.34
593,562.08,0,562.08
3445,562.04,0,562.04
2112,561.93,0,561.93
5385,561.59,0,561.59
3037,561.17,0,561.17
5032,561.15,0,561.15
3561,561.10,0,561.10
1312,560.82,0,560.82
3170,560.80,0,560.80
1896,560.72,0,560.72
2003,560.50,0,560.50
9851,560.50,0,560.50
8410,560.37,0,560.37
2631,560.24,0,560.24
11600,560.20,0,560.20
3918,560.12,0,560.12
365,560.12,0,560.12
575,560.07,0,560.07
1094,559.88,0,559.88
